event_id,mech_number,strike,dip,rake,norm_N,norm_E,norm_Z,norm_aux_N,norm_aux_E,norm_aux_Z
3145744,170,130.6,60.0,120.0,0.6571,0.5641,0.5,-0.6542,0.0973,0.75
3145744,171,185.3,70.0,150.0,-0.0867,0.9357,0.342,-0.8466,-0.2502,0.4698
3145744,172,337.1,45.0,95.0,-0.2756,-0.6512,0.7071,0.3548,0.6147,0.7044
3145744,173,150.9,65.0,95.0,0.4405,0.7921,0.4226,-0.2808,-0.3256,0.9029
3145744,174,155.5,50.0,125.0,0.3182,0.6968,0.6428,-0.7405,-0.2407,0.6275
3145744,175,122.7,50.0,100.0,0.6444,0.4142,0.6428,-0.6264,-0.1962,0.7544
3145744,176,155.5,50.0,95.0,0.3182,0.6968,0.6428,-0.3453,-0.5463,0.7631
3145744,177,171.3,60.0,150.0,0.1311,0.856,0.5,-0.8939,-0.116,0.433
3145744,178,328.0,55.0,105.0,-0.4345,-0.6944,0.5736,0.5133,0.3324,0.7912
3145744,179,162.0,50.0,140.0,0.2367,0.7286,0.6428,-0.8562,-0.1562,0.4924
3145744,180,322.9,45.0,125.0,-0.4261,-0.5643,0.7071,0.8068,0.1166,0.5792
3145744,181,153.9,60.0,120.0,0.3814,0.7775,0.5,-0.6396,-0.1686,0.75
3145744,182,161.0,80.0,-180.0,0.3209,0.9311,0.1736,-0.9454,0.3258,-0.0
3145744,183,317.0,40.0,100.0,-0.4387,-0.4698,0.766,0.6418,0.4328,0.633
3145744,184,180.0,85.0,160.0,0.0,0.9962,0.0872,-0.9397,-0.0298,0.3407
3145744,185,353.4,35.0,135.0,-0.0658,-0.5698,0.8192,0.7689,0.4943,0.4056
3145744,186,167.5,65.0,145.0,0.1956,0.885,0.4226,-0.8522,-0.0599,0.5198
3145744,187,148.2,70.0,135.0,0.4947,0.7989,0.342,-0.7285,0.1666,0.6645
3145744,188,345.3,50.0,120.0,-0.1947,-0.7409,0.6428,0.6251,0.4113,0.6634
3145744,189,5.3,45.0,155.0,0.0652,-0.7041,0.7071,0.8749,0.3812,0.2988
3145744,190,300.0,30.0,100.0,-0.433,-0.25,0.866,0.8254,0.2761,0.4924
3145744,191,135.8,50.0,100.0,0.5339,0.5494,0.6428,-0.5657,-0.3329,0.7544
3145744,192,164.1,70.0,170.0,0.2572,0.9038,0.342,-0.9635,0.2124,0.1632
3145744,193,125.1,35.0,105.0,0.4691,0.33,0.8192,-0.7961,-0.2435,0.554
3145744,194,172.3,75.0,150.0,0.1297,0.9572,0.2588,-0.8756,-0.012,0.483
3145744,195,178.6,65.0,145.0,0.0219,0.906,0.4226,-0.8248,-0.2225,0.5198
3145744,196,185.3,70.0,160.0,-0.0867,0.9357,0.342,-0.9249,-0.2032,0.3214
3145744,197,5.3,45.0,150.0,0.0652,-0.7041,0.7071,0.8297,0.432,0.3536
3145744,198,167.5,65.0,130.0,0.1956,0.885,0.4226,-0.6975,-0.1774,0.6943
3145744,199,165.5,60.0,120.0,0.2171,0.8384,0.5,-0.5926,-0.2939,0.75
3145744,200,340.0,85.0,150.0,-0.3407,-0.9361,0.0872,0.8287,-0.2552,0.4981
3145744,201,156.5,65.0,95.0,0.3619,0.8309,0.4226,-0.248,-0.3512,0.9029
3145744,202,354.0,25.0,130.0,-0.0442,-0.4203,0.9063,0.7118,0.6233,0.3237
3145744,203,163.2,55.0,145.0,0.2365,0.7843,0.5736,-0.8793,-0.0785,0.4698
3145744,204,182.9,60.0,165.0,-0.0439,0.8649,0.5,-0.9581,-0.1782,0.2241
3145744,205,162.0,50.0,135.0,0.2367,0.7286,0.6428,-0.813,-0.2138,0.5417
3145744,206,175.0,85.0,-150.0,0.0868,0.9924,0.0872,-0.8589,0.1189,-0.4981
3145744,207,169.4,70.0,115.0,0.1727,0.9237,0.342,-0.4724,-0.227,0.8517
3145744,208,173.1,65.0,115.0,0.1092,0.8997,0.4226,-0.4657,-0.3293,0.8214
3145744,209,153.5,45.0,95.0,0.3152,0.633,0.7071,-0.392,-0.5917,0.7044
3145744,210,344.1,70.0,140.0,-0.2572,-0.9038,0.342,0.797,0.0018,0.604
3145744,211,351.3,60.0,155.0,-0.1311,-0.856,0.5,0.9279,0.0716,0.366
3145744,212,357.4,75.0,160.0,-0.0433,-0.965,0.2588,0.9427,0.0463,0.3304
3145744,213,168.5,50.0,150.0,0.1521,0.7508,0.6428,-0.9126,-0.143,0.383
3145744,214,142.3,60.0,100.0,0.5301,0.6848,0.5,-0.4387,-0.2831,0.8529
3145744,215,169.4,70.0,-160.0,0.1727,0.9237,0.342,-0.9022,0.2877,-0.3214
3145744,216,188.7,60.0,145.0,-0.1311,0.856,0.5,-0.7663,-0.4075,0.4967
3145744,217,344.8,65.0,145.0,-0.2381,-0.8745,0.4226,0.8541,0.0187,0.5198
3145744,218,171.1,80.0,145.0,0.1519,0.973,0.1736,-0.8247,0.0279,0.5649
3145744,219,132.4,70.0,100.0,0.6944,0.6331,0.342,-0.3659,-0.0986,0.9254
3145744,220,125.3,45.0,100.0,0.5771,0.4085,0.7071,-0.6687,-0.2606,0.6964
3145744,221,330.0,30.0,105.0,-0.25,-0.433,0.866,0.6424,0.595,0.483
3145744,222,156.9,75.0,160.0,0.3796,0.8882,0.2588,-0.8989,0.2879,0.3304
3145744,223,358.2,45.0,135.0,-0.0218,-0.7068,0.7071,0.7222,0.478,0.5
3145744,224,320.0,30.0,110.0,-0.3214,-0.383,0.866,0.7851,0.4036,0.4698
3145744,225,189.7,65.0,-180.0,-0.1526,0.8934,0.4226,-0.9857,-0.1684,-0.0
3145744,226,171.1,80.0,165.0,0.1519,0.973,0.1736,-0.9613,0.1046,0.2549
3145744,227,129.1,40.0,95.0,0.4986,0.4057,0.766,-0.647,-0.414,0.6403
3145744,228,151.7,75.0,115.0,0.4577,0.8506,0.2588,-0.4833,-0.0063,0.8754
3145744,229,322.9,45.0,95.0,-0.4261,-0.5643,0.7071,0.4941,0.5096,0.7044
3145744,230,142.9,70.0,110.0,0.5663,0.7499,0.342,-0.4666,-0.0504,0.883
3145744,231,142.9,70.0,125.0,0.5663,0.7499,0.342,-0.6266,0.1221,0.7698
3145744,232,5.3,45.0,145.0,0.0652,-0.7041,0.7071,0.7782,0.4794,0.4056
3145744,233,140.0,30.0,105.0,0.3214,0.383,0.866,-0.736,-0.4744,0.483
3145744,234,162.0,65.0,160.0,0.2801,0.8619,0.4226,-0.9384,0.1529,0.31
3145744,235,97.8,40.0,100.0,0.6368,0.0875,0.766,-0.771,0.0693,0.633
3145744,236,136.5,60.0,105.0,0.5967,0.6277,0.5,-0.5203,-0.1717,0.8365
3145744,237,301.3,40.0,95.0,-0.5492,-0.334,0.766,0.6973,0.322,0.6403
3145744,238,150.9,65.0,100.0,0.4405,0.7921,0.4226,-0.354,-0.2794,0.8925
3145744,239,175.4,55.0,155.0,0.0654,0.8165,0.5736,-0.9228,-0.1693,0.3462
3145744,240,188.7,60.0,-180.0,-0.1311,0.856,0.5,-0.9885,-0.1514,-0.0
3145744,241,146.5,45.0,135.0,0.3906,0.5894,0.7071,-0.8656,-0.0262,0.5
3145744,242,153.5,70.0,170.0,0.4189,0.8412,0.342,-0.908,0.3858,0.1632
3145744,243,125.1,35.0,100.0,0.4691,0.33,0.8192,-0.7597,-0.3221,0.5649
3145744,244,132.7,55.0,95.0,0.6019,0.5556,0.5736,-0.479,-0.3235,0.816
3145744,245,150.9,65.0,105.0,0.4405,0.7921,0.4226,-0.4246,-0.231,0.8754
3145744,246,175.4,55.0,130.0,0.0654,0.8165,0.5736,-0.6758,-0.3867,0.6275
3145744,247,132.4,45.0,155.0,0.5226,0.4764,0.7071,-0.8314,0.4684,0.2988
3145744,248,139.8,65.0,135.0,0.5844,0.6927,0.4226,-0.7332,0.2276,0.6409
3145744,249,140.0,30.0,120.0,0.3214,0.383,0.866,-0.8651,-0.2531,0.433
3145744,250,332.6,40.0,100.0,-0.2957,-0.5707,0.766,0.5013,0.5899,0.633
3145744,251,158.8,70.0,165.0,0.3395,0.8762,0.342,-0.9327,0.2664,0.2432
3145744,252,144.9,55.0,145.0,0.4708,0.6703,0.5736,-0.8594,0.2016,0.4698
3145744,253,173.1,65.0,135.0,0.1092,0.8997,0.4226,-0.738,-0.2114,0.6409
3145744,254,165.5,60.0,110.0,0.2171,0.8384,0.5,-0.4489,-0.3691,0.8138
3145744,255,151.0,55.0,100.0,0.3969,0.7166,0.5736,-0.4256,-0.41,0.8067
3145744,256,181.3,80.0,145.0,-0.0218,0.9846,0.1736,-0.8167,-0.1177,0.5649
3145744,257,167.5,65.0,95.0,0.1956,0.885,0.4226,-0.1759,-0.3923,0.9029
3145744,258,20.0,30.0,150.0,0.171,-0.4698,0.866,0.6657,0.7031,0.25
3145744,259,164.1,70.0,-180.0,0.2572,0.9038,0.342,-0.9618,0.2737,-0.0
3145744,260,306.0,25.0,100.0,-0.3419,-0.2484,0.9063,0.8241,0.3841,0.4162
3145744,261,340.0,85.0,140.0,-0.3407,-0.9361,0.0872,0.739,-0.2094,0.6403
3145744,262,332.6,40.0,105.0,-0.2957,-0.5707,0.766,0.5702,0.5379,0.6209
3145744,263,344.6,35.0,95.0,-0.152,-0.5531,0.8192,0.3003,0.7638,0.5714
3145744,264,163.2,55.0,160.0,0.2365,0.7843,0.5736,-0.9563,0.0835,0.2802
3145744,265,10.0,30.0,135.0,0.0868,-0.4924,0.866,0.59,0.7259,0.3536
3145744,266,342.0,25.0,110.0,-0.1306,-0.4019,0.9063,0.5885,0.7043,0.3971
3145744,267,168.5,50.0,110.0,0.1521,0.7508,0.6428,-0.4552,-0.5241,0.7198
3145744,268,360.0,70.0,155.0,-0.0,-0.9397,0.342,0.9063,0.1445,0.3971
3145744,269,358.2,45.0,130.0,-0.0218,-0.7068,0.7071,0.6592,0.5216,0.5417
3145744,270,294.7,45.0,110.0,-0.6424,-0.2955,0.7071,0.7466,-0.033,0.6645
3145744,271,174.7,45.0,135.0,0.0652,0.7041,0.7071,-0.7502,-0.4326,0.5
3145744,272,336.9,75.0,145.0,-0.3796,-0.8882,0.2588,0.8116,-0.1854,0.554
3145744,273,104.1,45.0,95.0,0.6857,0.1725,0.7071,-0.7044,-0.0873,0.7044
3145744,274,340.0,90.0,165.0,0.342,0.9397,0.0,-0.9077,0.3304,-0.2588
3145744,275,354.0,25.0,110.0,-0.0442,-0.4203,0.9063,0.4292,0.8112,0.3971
3145744,276,187.7,75.0,150.0,-0.1297,0.9572,0.2588,-0.8408,-0.2445,0.483
3145744,277,342.0,25.0,120.0,-0.1306,-0.4019,0.9063,0.7181,0.592,0.366
3145744,278,175.1,50.0,160.0,0.0656,0.7632,0.6428,-0.9551,-0.1386,0.262
3145744,279,129.3,50.0,105.0,0.593,0.4849,0.6428,-0.6445,-0.1927,0.7399
3145744,280,139.4,45.0,125.0,0.4601,0.537,0.7071,-0.8124,-0.0667,0.5792
3145744,281,139.8,65.0,95.0,0.5844,0.6927,0.4226,-0.3381,-0.2656,0.9029
3145744,282,180.0,85.0,145.0,0.0,0.9962,0.0872,-0.8192,-0.05,0.5714
3145744,283,328.2,65.0,125.0,-0.4782,-0.7699,0.4226,0.6699,-0.0086,0.7424
3145744,284,153.5,45.0,110.0,0.3152,0.633,0.7071,-0.6023,-0.4424,0.6645
3145744,285,132.4,70.0,115.0,0.6944,0.6331,0.342,-0.5138,0.1035,0.8517
3145744,286,351.8,50.0,125.0,-0.109,-0.7582,0.6428,0.6427,0.4396,0.6275
3145744,287,297.5,55.0,100.0,-0.7269,-0.3777,0.5736,0.5813,0.1064,0.8067
3145744,288,140.0,30.0,110.0,0.3214,0.383,0.866,-0.7851,-0.4036,0.4698
3145744,289,129.1,40.0,135.0,0.4986,0.4057,0.766,-0.8664,0.2067,0.4545
3145744,290,172.3,75.0,125.0,0.1297,0.9572,0.2588,-0.5968,-0.1331,0.7912
3145744,291,146.5,45.0,120.0,0.3906,0.5894,0.7071,-0.7551,-0.2343,0.6124
3145744,292,142.3,60.0,125.0,0.5301,0.6848,0.5,-0.7043,0.0272,0.7094
3145744,293,349.2,20.0,125.0,-0.0641,-0.336,0.9397,0.7077,0.6486,0.2802
3145744,294,340.4,40.0,100.0,-0.2153,-0.6057,0.766,0.4163,0.6527,0.633
3145744,295,160.0,90.0,-165.0,-0.342,-0.9397,0.0,0.9077,-0.3304,0.2588
3145744,296,172.3,75.0,140.0,0.1297,0.9572,0.2588,-0.7814,-0.062,0.6209
3145744,297,103.1,50.0,95.0,0.7461,0.1735,0.6428,-0.6434,-0.0601,0.7631
3145744,298,11.0,35.0,125.0,0.1092,-0.5631,0.8192,0.4353,0.7679,0.4698
3145744,299,176.2,80.0,145.0,0.0653,0.9826,0.1736,-0.824,-0.0451,0.5649
3146815,0,146.5,45.0,155.0,0.3906,0.5894,0.7071,-0.9206,0.2515,0.2988
3146815,1,129.3,50.0,125.0,0.593,0.4849,0.6428,-0.7707,0.1107,0.6275
3146815,2,133.2,20.0,130.0,0.2493,0.2341,0.9397,-0.9648,-0.0242,0.262
3146815,3,125.1,35.0,105.0,0.4691,0.33,0.8192,-0.7961,-0.2435,0.554
3146815,4,138.8,55.0,105.0,0.5394,0.6165,0.5736,-0.5596,-0.2465,0.7912
3146815,5,147.6,20.0,155.0,0.1833,0.2888,0.9397,-0.978,0.1503,0.1445
3146815,6,162.0,50.0,165.0,0.2367,0.7286,0.6428,-0.9701,0.1403,0.1983
3146815,7,124.8,60.0,110.0,0.7108,0.4947,0.5,-0.581,0.0123,0.8138
3146815,8,155.5,50.0,115.0,0.3182,0.6968,0.6428,-0.6264,-0.3544,0.6943
3146815,9,160.4,40.0,150.0,0.2153,0.6057,0.766,-0.9443,-0.0709,0.3214
3146815,10,122.7,50.0,135.0,0.6444,0.4142,0.6428,-0.7647,0.3491,0.5417
3146815,11,135.8,50.0,125.0,0.5339,0.5494,0.6428,-0.7783,0.0221,0.6275
3146815,12,162.0,50.0,145.0,0.2367,0.7286,0.6428,-0.893,-0.0975,0.4394
3146815,13,124.8,60.0,105.0,0.7108,0.4947,0.5,-0.5443,-0.0635,0.8365
3146815,14,147.6,20.0,150.0,0.1833,0.2888,0.9397,-0.983,0.0673,0.171
3146815,15,130.0,30.0,135.0,0.383,0.3214,0.866,-0.9236,0.148,0.3536
3146815,16,114.0,25.0,125.0,0.3861,0.1719,0.9063,-0.9115,0.222,0.3462
3146815,17,139.8,65.0,135.0,0.5844,0.6927,0.4226,-0.7332,0.2276,0.6409
3146815,18,129.1,40.0,130.0,0.4986,0.4057,0.766,-0.8609,0.1283,0.4924
3146815,19,110.0,30.0,115.0,0.4698,0.171,0.866,-0.8821,0.1287,0.4532
3146815,20,160.6,45.0,140.0,0.235,0.6669,0.7071,-0.8736,-0.1741,0.4545
3146815,21,113.5,40.0,105.0,0.5896,0.2561,0.766,-0.7818,-0.0574,0.6209
3146815,22,148.9,50.0,150.0,0.3956,0.656,0.6428,-0.9076,0.172,0.383
3146815,23,129.1,40.0,115.0,0.4986,0.4057,0.766,-0.8053,-0.1103,0.5826
3146815,24,160.4,40.0,140.0,0.2153,0.6057,0.766,-0.8867,-0.2074,0.4132
3146815,25,126.6,55.0,115.0,0.6575,0.4885,0.5736,-0.6693,0.0292,0.7424
3146815,26,133.9,35.0,125.0,0.4133,0.3977,0.8192,-0.8812,-0.052,0.4698
3146815,27,129.1,40.0,140.0,0.4986,0.4057,0.766,-0.8654,0.2835,0.4132
3146815,28,151.5,35.0,150.0,0.274,0.5039,0.8192,-0.9565,0.0539,0.2868
3146815,29,139.8,65.0,155.0,0.5844,0.6927,0.4226,-0.8079,0.4479,0.383
3146815,30,132.4,45.0,110.0,0.5226,0.4764,0.7071,-0.7215,-0.1949,0.6645
3146815,31,153.5,45.0,145.0,0.3152,0.633,0.7071,-0.9141,0.0021,0.4056
3146815,32,142.7,35.0,125.0,0.3477,0.4562,0.8192,-0.8629,-0.1859,0.4698
3146815,33,309.1,40.0,100.0,-0.4986,-0.4057,0.766,0.6948,0.3414,0.633
3146815,34,133.2,20.0,120.0,0.2493,0.2341,0.9397,-0.9355,-0.1926,0.2962
3146815,35,132.7,55.0,140.0,0.6019,0.5556,0.5736,-0.7905,0.3128,0.5265
3146815,36,129.1,40.0,100.0,0.4986,0.4057,0.766,-0.6948,-0.3414,0.633
3146815,37,309.5,35.0,100.0,-0.4425,-0.3649,0.8192,0.7328,0.3793,0.5649
3146815,38,130.6,60.0,120.0,0.6571,0.5641,0.5,-0.6542,0.0973,0.75
3146815,39,113.5,40.0,95.0,0.5896,0.2561,0.766,-0.7347,-0.2241,0.6403
3146815,40,135.8,50.0,155.0,0.5339,0.5494,0.6428,-0.8393,0.4368,0.3237
3146815,41,133.2,20.0,125.0,0.2493,0.2341,0.9397,-0.9538,-0.1088,0.2802
3146815,42,142.9,70.0,140.0,0.5663,0.7499,0.342,-0.7438,0.2862,0.604
3146815,43,113.5,40.0,120.0,0.5896,0.2561,0.766,-0.8077,0.1943,0.5567
3146815,44,118.2,45.0,110.0,0.623,0.3345,0.7071,-0.7472,-0.013,0.6645
3146815,45,151.7,75.0,125.0,0.4577,0.8506,0.2588,-0.6056,0.0851,0.7912
3146815,46,144.9,55.0,145.0,0.4708,0.6703,0.5736,-0.8594,0.2016,0.4698
3146815,47,139.4,45.0,110.0,0.4601,0.537,0.7071,-0.692,-0.2821,0.6645
3146815,48,120.0,30.0,105.0,0.433,0.25,0.866,-0.8539,-0.1941,0.483
3146815,49,155.5,50.0,120.0,0.3182,0.6968,0.6428,-0.6861,-0.2987,0.6634
3146815,50,105.7,40.0,115.0,0.619,0.1734,0.766,-0.7825,0.2196,0.5826
3146815,51,125.1,35.0,150.0,0.4691,0.33,0.8192,-0.8332,0.4727,0.2868
3146815,52,121.3,40.0,115.0,0.5492,0.334,0.766,-0.8128,0.0004,0.5826
3146815,53,146.5,45.0,110.0,0.3906,0.5894,0.7071,-0.6521,-0.365,0.6645
3146815,54,142.9,70.0,145.0,0.5663,0.7499,0.342,-0.7719,0.3371,0.539
3146815,55,132.4,45.0,105.0,0.5226,0.4764,0.7071,-0.6791,-0.2689,0.683
3146815,56,132.7,55.0,100.0,0.6019,0.5556,0.5736,-0.5328,-0.2556,0.8067
3146815,57,150.0,30.0,135.0,0.25,0.433,0.866,-0.9186,-0.1768,0.3536
3146815,58,130.6,60.0,140.0,0.6571,0.5641,0.5,-0.7428,0.3719,0.5567
3146815,59,120.0,30.0,115.0,0.433,0.25,0.866,-0.891,-0.0264,0.4532
3146815,60,139.4,45.0,145.0,0.4601,0.537,0.7071,-0.8859,0.225,0.4056
3146815,61,113.5,40.0,130.0,0.5896,0.2561,0.766,-0.7943,0.3558,0.4924
3146815,62,120.5,55.0,110.0,0.7057,0.4159,0.5736,-0.638,0.021,0.7698
3146815,63,163.2,55.0,145.0,0.2365,0.7843,0.5736,-0.8793,-0.0785,0.4698
3146815,64,133.9,35.0,155.0,0.4133,0.3977,0.8192,-0.8779,0.413,0.2424
3146815,65,144.9,55.0,110.0,0.4708,0.6703,0.5736,-0.5897,-0.2445,0.7698
3146815,66,126.0,25.0,130.0,0.3419,0.2484,0.9063,-0.9395,0.1119,0.3237
3146815,67,136.5,60.0,115.0,0.5967,0.6277,0.5,-0.6185,-0.0373,0.7849
3146815,68,138.8,55.0,125.0,0.5394,0.6165,0.5736,-0.7411,0.0241,0.671
3146815,69,132.4,45.0,120.0,0.5226,0.4764,0.7071,-0.7894,-0.043,0.6124
3146815,70,139.8,65.0,130.0,0.5844,0.6927,0.4226,-0.7001,0.1671,0.6943
3146815,71,114.0,25.0,130.0,0.3861,0.1719,0.9063,-0.8957,0.3048,0.3237
3146815,72,130.0,30.0,125.0,0.383,0.3214,0.866,-0.9121,-0.0166,0.4096
3146815,73,66.0,25.0,95.0,0.3861,-0.1719,0.9063,-0.7894,0.4468,0.421
3146815,74,130.6,60.0,95.0,0.6571,0.5641,0.5,-0.4347,-0.2583,0.8627
3146815,75,157.1,55.0,160.0,0.3185,0.7547,0.5736,-0.942,0.1846,0.2802
3146815,76,151.5,35.0,130.0,0.274,0.5039,0.8192,-0.8645,-0.2442,0.4394
3146815,77,150.0,30.0,140.0,0.25,0.433,0.866,-0.9417,-0.0991,0.3214
3146815,78,122.7,50.0,130.0,0.6444,0.4142,0.6428,-0.7618,0.2745,0.5868
3146815,79,308.8,45.0,95.0,-0.5509,-0.4433,0.7071,0.6034,0.3737,0.7044
3146815,80,108.9,15.0,120.0,0.2448,0.084,0.9659,-0.9535,0.2013,0.2241
3146815,81,142.7,35.0,135.0,0.3477,0.4562,0.8192,-0.9135,-0.032,0.4056
3146815,82,90.0,30.0,110.0,0.5,0.0,0.866,-0.8138,0.342,0.4698
3146815,83,120.5,55.0,125.0,0.7057,0.4159,0.5736,-0.696,0.2556,0.671
3146815,84,139.8,65.0,150.0,0.5844,0.6927,0.4226,-0.7982,0.3969,0.4532
3146815,85,142.3,60.0,160.0,0.5301,0.6848,0.5,-0.8478,0.44,0.2962
3146815,86,160.6,45.0,160.0,0.235,0.6669,0.7071,-0.9667,0.0842,0.2418
3146815,87,142.7,35.0,115.0,0.3477,0.4562,0.8192,-0.7862,-0.3342,0.5198
3146815,88,132.4,45.0,150.0,0.5226,0.4764,0.7071,-0.8447,0.4018,0.3536
3146815,89,118.2,45.0,140.0,0.623,0.3345,0.7071,-0.7628,0.4599,0.4545
3146815,90,111.2,45.0,105.0,0.6594,0.2554,0.7071,-0.7304,-0.0054,0.683
3146815,91,151.0,55.0,135.0,0.3969,0.7166,0.5736,-0.8151,-0.0122,0.5792
3146815,92,137.0,40.0,110.0,0.4387,0.4698,0.766,-0.7413,-0.2926,0.604
3146815,93,150.9,65.0,150.0,0.4405,0.7921,0.4226,-0.8596,0.2362,0.4532
3146815,94,153.9,60.0,135.0,0.3814,0.7775,0.5,-0.7905,-0.006,0.6124
3146815,95,142.7,35.0,160.0,0.3477,0.4562,0.8192,-0.9172,0.3469,0.1962
3146815,96,118.2,45.0,120.0,0.623,0.3345,0.7071,-0.7761,0.1508,0.6124
3146815,97,97.8,40.0,105.0,0.6368,0.0875,0.766,-0.7683,0.1557,0.6209
3146815,98,148.9,50.0,130.0,0.3956,0.656,0.6428,-0.8047,-0.0897,0.5868
3146815,99,142.4,50.0,110.0,0.4678,0.6066,0.6428,-0.6397,-0.2695,0.7198
3146815,100,146.5,45.0,125.0,0.3906,0.5894,0.7071,-0.7981,-0.166,0.5792
3146815,101,113.5,40.0,110.0,0.5896,0.2561,0.766,-0.7965,0.0269,0.604
3146815,102,118.8,20.0,125.0,0.2997,0.1648,0.9397,-0.9509,0.1318,0.2802
3146815,103,144.9,55.0,130.0,0.4708,0.6703,0.5736,-0.7785,0.0099,0.6275
3146815,104,144.8,40.0,165.0,0.3707,0.5251,0.766,-0.9035,0.3951,0.1664
3146815,105,110.0,30.0,125.0,0.4698,0.171,0.866,-0.8628,0.2964,0.4096
3146815,106,136.5,60.0,110.0,0.5967,0.6277,0.5,-0.5716,-0.1049,0.8138
3146815,107,146.5,45.0,105.0,0.3906,0.5894,0.7071,-0.593,-0.4264,0.683
3146815,108,136.5,60.0,135.0,0.5967,0.6277,0.5,-0.7561,0.2309,0.6124
3146815,109,125.1,35.0,120.0,0.4691,0.33,0.8192,-0.8679,0.0008,0.4967
3146815,110,121.3,40.0,120.0,0.5492,0.334,0.766,-0.8266,0.0825,0.5567
3146815,111,124.8,60.0,125.0,0.7108,0.4947,0.5,-0.6638,0.2368,0.7094
3146815,112,138.0,25.0,140.0,0.2828,0.3141,0.9063,-0.9591,0.0797,0.2717
3146815,113,160.6,45.0,135.0,0.235,0.6669,0.7071,-0.8331,-0.2366,0.5
3146815,114,142.3,60.0,135.0,0.5301,0.6848,0.5,-0.7756,0.1532,0.6124
3146815,115,120.0,30.0,135.0,0.433,0.25,0.866,-0.8839,0.3062,0.3536
3146815,116,135.8,50.0,135.0,0.5339,0.5494,0.6428,-0.8239,0.1669,0.5417
3146815,117,152.6,40.0,140.0,0.2957,0.5707,0.766,-0.9067,-0.0848,0.4132
3146815,118,142.9,70.0,125.0,0.5663,0.7499,0.342,-0.6266,0.1221,0.7698
3146815,119,134.3,65.0,110.0,0.6486,0.6331,0.4226,-0.5231,-0.0327,0.8517
3146815,120,90.0,30.0,105.0,0.5,0.0,0.866,-0.8365,0.2588,0.483
3146815,121,90.0,25.0,115.0,0.4226,0.0,0.9063,-0.8214,0.4226,0.383
3146815,122,125.1,35.0,145.0,0.4691,0.33,0.8192,-0.8556,0.3997,0.329
3146815,123,144.9,55.0,160.0,0.4708,0.6703,0.5736,-0.8817,0.3796,0.2802
3146815,124,135.8,50.0,120.0,0.5339,0.5494,0.6428,-0.7465,-0.0507,0.6634
3146815,125,315.8,55.0,110.0,-0.5715,-0.5869,0.5736,0.6211,0.1476,0.7698
3146815,126,150.0,30.0,145.0,0.25,0.433,0.866,-0.9578,-0.0206,0.2868
3146815,127,142.7,35.0,130.0,0.3477,0.4562,0.8192,-0.8916,-0.1094,0.4394
3146815,128,110.0,30.0,100.0,0.4698,0.171,0.866,-0.8608,-0.1285,0.4924
3146815,129,122.7,50.0,100.0,0.6444,0.4142,0.6428,-0.6264,-0.1962,0.7544
3146815,130,100.0,30.0,115.0,0.4924,0.0868,0.866,-0.8463,0.2799,0.4532
3146815,131,110.0,30.0,120.0,0.4698,0.171,0.866,-0.8758,0.2133,0.433
3146815,132,134.3,65.0,140.0,0.6486,0.6331,0.4226,-0.7295,0.3584,0.5826
3146815,133,127.9,15.0,140.0,0.2042,0.159,0.9659,-0.9605,0.2232,0.1664
3146815,134,144.9,55.0,135.0,0.4708,0.6703,0.5736,-0.8117,0.0745,0.5792
3146815,135,116.3,35.0,100.0,0.514,0.2545,0.8192,-0.8,-0.2023,0.5649
3146815,136,118.8,20.0,110.0,0.2997,0.1648,0.9397,-0.9386,-0.1257,0.3214
3146815,137,133.9,35.0,105.0,0.4133,0.3977,0.8192,-0.7496,-0.3622,0.554
3146815,138,114.0,25.0,115.0,0.3861,0.1719,0.9063,-0.9223,0.052,0.383
3146815,139,139.8,65.0,140.0,0.5844,0.6927,0.4226,-0.7607,0.2863,0.5826
3146815,140,153.9,60.0,125.0,0.3814,0.7775,0.5,-0.6953,-0.1151,0.7094
3146815,141,124.8,60.0,130.0,0.7108,0.4947,0.5,-0.6816,0.3088,0.6634
3146815,142,116.3,35.0,110.0,0.514,0.2545,0.8192,-0.8416,-0.035,0.539
3146815,143,148.1,60.0,145.0,0.4581,0.7349,0.5,-0.8469,0.1899,0.4967
3146815,144,125.3,45.0,110.0,0.5771,0.4085,0.7071,-0.7399,-0.1048,0.6645
3146815,145,157.1,55.0,135.0,0.3185,0.7547,0.5736,-0.8092,-0.0987,0.5792
3146815,146,160.4,40.0,160.0,0.2153,0.6057,0.766,-0.9732,0.0678,0.2198
3146815,147,157.1,55.0,170.0,0.3185,0.7547,0.5736,-0.946,0.2912,0.1422
3146815,148,130.0,30.0,115.0,0.383,0.3214,0.866,-0.8729,-0.1808,0.4532
3146815,149,136.5,60.0,145.0,0.5967,0.6277,0.5,-0.7913,0.3565,0.4967
3146815,150,153.5,45.0,120.0,0.3152,0.633,0.7071,-0.7205,-0.3253,0.6124
3146815,151,119.0,60.0,110.0,0.7572,0.4203,0.5,-0.5768,0.071,0.8138
3146815,152,126.6,55.0,150.0,0.6575,0.4885,0.5736,-0.7467,0.5241,0.4096
3146815,153,142.4,50.0,155.0,0.4678,0.6066,0.6428,-0.8836,0.3383,0.3237
3146815,154,165.5,60.0,155.0,0.2171,0.8384,0.5,-0.9303,0.0226,0.366
3146815,155,128.8,65.0,115.0,0.7066,0.5675,0.4226,-0.5633,0.0897,0.8214
