event_id,strike,dip,rake,quality,fault_plane_uncertainty,aux_plane_uncertainty,num_p_pol,num_sp_ratios,polarity_misfit,prob_mech,sta_distribution_ratio,sp_misfit,mult_solution_flag,time,magnitude,origin_lat,origin_lon,origin_depth_km,horz_uncert_km,vert_uncert_km
2148509,282.8,41.7,76.4,C,24.1,20.6,60,0,20.5,94.0,51.3,0.0,False,1994-02-15 01:59:47,2.5,34.241667,-118.619,18.19,0.01,0.06
2155068,147.4,53.4,128.9,A,22.5,23.6,34,0,0.0,93.3,52.8,0.0,False,1994-03-22 13:07:33,2.3,34.239333,-118.615667,18.17,0.04,0.04
3143312,134.9,50.0,143.1,A,23.9,26.0,30,0,8.7,86.0,68.6,0.0,False,1994-01-21 11:04:15,2.3,34.2425,-118.617667,18.13,0.07,0.1
3145744,151.4,55.4,121.7,C,26.9,34.0,33,0,21.0,71.3,67.7,0.0,False,1994-01-25 10:05:22,2.4,34.241167,-118.621167,18.54,0.03,0.09
3146815,136.2,44.8,130.3,A,17.9,18.4,73,0,10.0,99.3,51.8,0.0,False,1994-01-28 07:44:46,3.4,34.239167,-118.6215,18.96,0.09,0.18
3146907,115.0,51.3,87.1,B,30.9,31.8,23,0,12.1,71.0,61.7,0.0,False,1994-01-28 15:47:20,2.0,34.238167,-118.6105,17.79,0.06,0.09
3147167,139.1,54.1,110.4,A,14.5,18.8,55,0,11.2,100.0,61.6,0.0,False,1994-01-29 07:52:21,2.6,34.238333,-118.624667,19.2,0.09,0.12
3148018,149.9,51.1,116.0,B,15.1,23.7,46,0,18.8,97.3,52.2,0.0,False,1994-01-31 04:53:39,2.1,34.238167,-118.610667,17.44,0.09,0.13
3148047,144.8,52.5,110.7,A,20.6,22.2,39,0,5.0,94.0,68.6,0.0,False,1994-01-31 07:13:16,2.2,34.241833,-118.6155,17.92,0.05,0.1
3149674,130.1,49.5,104.2,B,19.5,22.6,50,0,15.5,98.0,62.5,0.0,False,1994-02-05 07:11:45,2.4,34.240167,-118.616667,18.2,0.04,0.06
3150301,297.7,48.2,100.1,B,22.0,15.3,32,0,15.2,96.0,71.1,0.0,False,1994-02-07 05:23:49,1.8,34.237333,-118.613,17.7,0.06,0.11
3150490,302.7,41.2,104.9,B,16.8,13.2,57,0,15.2,99.6,61.1,0.0,False,1994-02-08 02:07:08,2.6,34.238167,-118.606333,17.75,0.07,0.16
3150936,141.2,57.7,130.2,B,25.6,28.6,57,0,6.0,80.0,50.1,0.0,False,1994-02-10 04:19:26,2.5,34.242167,-118.620167,18.31,0.05,0.06
3150947,142.7,51.1,127.6,A,18.4,19.2,50,0,9.1,98.7,54.3,0.0,False,1994-02-10 04:46:40,2.3,34.241167,-118.620167,18.45,0.05,0.1
3151649,124.5,49.0,105.5,A,22.2,25.5,33,0,10.1,91.0,54.7,0.0,False,1994-02-13 09:04:56,2.1,34.237833,-118.612833,17.74,0.03,0.03
3152142,130.5,47.7,109.8,A,18.2,21.8,48,0,6.1,100.0,53.8,0.0,False,1994-02-14 13:19:47,2.3,34.241667,-118.617167,17.96,0.07,0.13
3152388,278.4,50.3,58.2,B,26.4,24.7,34,0,8.1,83.3,57.5,0.0,False,1994-02-15 04:10:52,2.0,34.239833,-118.621333,18.39,0.07,0.06
3152559,142.7,49.4,115.6,A,18.7,22.7,42,0,9.3,95.3,53.1,0.0,False,1994-02-15 21:13:54,2.3,34.239667,-118.615833,17.91,0.03,0.13
3153955,91.1,63.4,68.0,B,28.6,30.6,32,0,6.6,71.7,61.1,0.0,False,1994-02-20 19:35:21,1.9,34.237833,-118.611833,17.83,0.06,0.07
3158361,136.2,52.0,112.1,A,22.6,22.9,46,0,10.9,94.0,51.3,0.0,False,1994-03-14 10:02:19,2.2,34.239333,-118.618333,18.35,0.06,0.03
3159027,122.8,54.2,97.8,A,22.6,26.8,39,0,4.7,88.0,64.6,0.0,False,1994-03-18 08:27:27,2.2,34.2405,-118.617667,18.28,0.03,0.04
3159267,134.9,55.1,113.9,A,21.2,21.5,44,0,1.1,98.0,60.4,0.0,False,1994-03-20 00:11:12,2.5,34.241167,-118.615833,18.0,0.05,0.07
3160206,278.6,49.1,54.1,B,31.6,27.5,31,0,2.7,76.7,56.3,0.0,False,1994-03-24 11:23:51,1.7,34.240167,-118.618333,18.04,0.05,0.05
3177685,130.9,48.5,116.0,A,16.2,18.0,51,0,9.8,99.7,58.4,0.0,False,1994-07-26 02:58:20,2.6,34.239,-118.6115,17.78,0.05,0.14
