event_id,sta_code,p_polarity,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,sp_ratio,origin_lat,origin_lon,origin_depth_km,horz_uncert_km,vert_uncert_km,event_mag,station_lat,station_lon,station_depth_km,pol_agreement,sp_diff,mech_quality,pol_agreement_weighted
104,OO.A12A.HHZ,1.0,4.902,73.3,206.0,6.2,-0.0,trad_p,,45.955,-129.994,1.9,0.3,0.2,1.0,45.91537,-130.02177,-0.0,1.0,,D,1.0
104,OO.A14A.HHZ,1.0,6.209,74.1,189.7,11.5,-0.0,trad_p,,45.955,-129.994,1.9,0.3,0.2,1.0,45.89997,-130.00757,-0.0,0.0,,D,0.0
123,OO.AAS1.HHZ,-1.0,0.84,37.1,191.7,5.0,0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,D,1.0
123,OO.AAS2.HHZ,-1.0,1.546,57.0,238.8,7.3,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,D,1.0
123,OO.ACC1.HHZ,-1.0,1.78,62.5,328.9,7.8,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.9547,-130.0089,-0.0,0.0,,D,0.0
123,OO.AEC1.HHZ,1.0,1.644,59.3,54.4,7.5,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.9496,-129.9797,-0.0,0.0,,D,0.0
123,OO.AEC2.HHZ,1.0,1.8,63.0,94.6,7.9,0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,D,1.0
123,OO.AEC3.HHZ,-1.0,1.531,56.7,110.9,7.2,0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.9361,-129.9785,-0.0,0.0,,D,0.0
123,OO.AID1.HHZ,1.0,2.248,70.4,139.2,8.3,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,D,1.0
123,OO.A01A.HHZ,1.0,8.734,107.2,355.8,10.2,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,46.01933,-130.00537,-0.0,1.0,,D,1.0
123,OO.A04A.HHZ,1.0,6.631,88.9,323.2,9.8,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.98874,-130.04839,-0.0,1.0,,D,1.0
123,OO.A05A.HHZ,1.0,3.994,85.3,21.6,7.3,0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,D,1.0
123,OO.A06A.HHZ,1.0,4.848,87.7,344.1,6.8,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.98294,-130.01413,-0.0,1.0,,D,1.0
123,OO.A07A.HHZ,1.0,4.024,85.4,320.9,7.3,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.96907,-130.02985,-0.0,1.0,,D,1.0
123,OO.A08A.HHZ,1.0,2.639,74.8,347.3,8.2,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.96415,-130.0045,-0.0,1.0,,D,1.0
123,OO.A09A.HHZ,1.0,6.048,88.8,303.3,9.3,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.97084,-130.06239,-0.0,1.0,,D,1.0
123,OO.A10A.HHZ,1.0,4.224,85.9,59.4,7.1,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.96034,-129.94999,-0.0,0.0,,D,0.0
123,OO.A11A.HHZ,1.0,3.015,78.9,288.5,8.1,-0.0,trad_p,,45.941,-129.997,1.6,0.3,0.2,1.0,45.94959,-130.03398,-0.0,1.0,,D,1.0
147,OO.AAS1.HHZ,1.0,1.319,64.1,208.7,8.1,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,B,1.0
147,OO.AAS2.HHZ,1.0,2.116,83.4,237.6,10.1,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,B,1.0
147,OO.ACC1.HHZ,1.0,1.825,77.5,310.7,9.6,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.9547,-130.0089,-0.0,1.0,,B,1.0
147,OO.AEC1.HHZ,-1.0,1.073,57.7,54.5,7.4,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,B,1.0
147,OO.AEC2.HHZ,-1.0,1.413,66.6,109.8,8.3,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,B,1.0
147,OO.AEC3.HHZ,-1.0,1.306,63.8,132.3,8.0,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.9361,-129.9785,-0.0,1.0,,B,1.0
147,OO.AID1.HHZ,1.0,2.27,85.2,153.7,10.0,0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,B,1.0
147,OO.A02A.HHZ,-1.0,6.744,106.1,339.0,8.4,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,46.00062,-130.02226,-0.0,0.0,,B,0.0
147,OO.A04A.HHZ,-1.0,6.667,106.1,318.3,8.3,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.98874,-130.04839,-0.0,1.0,,B,1.0
147,OO.A05A.HHZ,1.0,3.526,97.9,16.6,9.4,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,B,1.0
147,OO.A06A.HHZ,1.0,4.685,104.0,337.6,8.1,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.98294,-130.01413,-0.0,1.0,,B,1.0
147,OO.A07A.HHZ,1.0,4.098,102.0,312.9,9.0,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.96907,-130.02985,-0.0,0.0,,B,0.0
147,OO.A08A.HHZ,1.0,2.472,87.5,335.0,9.9,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.96415,-130.0045,-0.0,1.0,,B,1.0
147,OO.A09A.HHZ,-1.0,6.275,106.0,298.4,8.1,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.97084,-130.06239,-0.0,1.0,,B,1.0
147,OO.A10A.HHZ,1.0,3.655,98.9,60.2,9.3,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.96034,-129.94999,-0.0,1.0,,B,1.0
147,OO.A12A.HHZ,1.0,3.974,101.5,216.8,9.2,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.91537,-130.02177,-0.0,1.0,,B,1.0
147,OO.A13A.HHZ,1.0,4.295,102.7,159.5,8.6,-0.0,trad_p,,45.944,-129.991,1.25,0.3,0.2,1.0,45.90782,-129.97155,-0.0,1.0,,B,1.0
148,OO.AAS1.HHZ,1.0,0.904,34.9,218.0,5.1,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,D,1.0
148,OO.AAS2.HHZ,-1.0,1.843,57.2,248.0,7.3,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,D,1.0
148,OO.ACC1.HHZ,1.0,2.093,61.7,321.4,7.6,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.9547,-130.0089,-0.0,1.0,,D,1.0
148,OO.AEC1.HHZ,-1.0,1.43,48.1,41.7,6.5,0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,D,1.0
148,OO.AEC2.HHZ,-1.0,1.408,47.6,91.4,6.4,0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,D,1.0
148,OO.AEC3.HHZ,-1.0,1.13,41.5,112.6,5.9,0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.9361,-129.9785,-0.0,1.0,,D,1.0
148,OO.AID1.HHZ,1.0,1.924,59.0,145.8,7.5,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,D,1.0
148,OO.A04A.HHZ,-1.0,6.956,80.7,321.2,11.7,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.98874,-130.04839,-0.0,0.0,,D,0.0
148,OO.A05A.HHZ,1.0,3.975,77.2,15.8,6.9,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,D,1.0
148,OO.A06A.HHZ,-1.0,5.072,79.8,340.3,6.8,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.98294,-130.01413,-0.0,0.0,,D,0.0
148,OO.A08A.HHZ,1.0,2.854,70.0,340.2,7.5,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.96415,-130.0045,-0.0,1.0,,D,1.0
148,OO.A10A.HHZ,1.0,3.958,77.1,55.2,6.9,0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.96034,-129.94999,-0.0,0.0,,D,0.0
148,OO.A11A.HHZ,1.0,3.417,74.0,288.2,7.2,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.94959,-130.03398,-0.0,0.0,,D,0.0
148,OO.A12A.HHZ,-1.0,3.578,74.9,220.0,7.1,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.91537,-130.02177,-0.0,1.0,,D,1.0
148,OO.A13A.HHZ,-1.0,3.912,76.9,156.2,6.9,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.90782,-129.97155,-0.0,0.0,,D,0.0
148,OO.A14A.HHZ,1.0,4.611,78.9,195.1,6.7,-0.0,trad_p,,45.94,-129.992,1.77,0.3,0.2,1.0,45.89997,-130.00757,-0.0,1.0,,D,1.0
149,OO.AAS1.HHZ,1.0,0.953,45.9,221.7,5.8,0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,B,1.0
149,OO.AAS2.HHZ,1.0,1.915,70.5,248.9,8.7,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,B,1.0
149,OO.ACC1.HHZ,1.0,2.142,74.2,319.7,8.9,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.9547,-130.0089,-0.0,1.0,,B,1.0
149,OO.AEC1.HHZ,-1.0,1.38,57.4,39.3,7.1,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,B,1.0
149,OO.AEC2.HHZ,-1.0,1.33,56.2,91.4,7.0,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,B,1.0
149,OO.AEC3.HHZ,-1.0,1.059,49.6,114.2,6.3,0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.9361,-129.9785,-0.0,1.0,,B,1.0
149,OO.AID1.HHZ,1.0,1.881,69.7,147.7,8.6,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,B,1.0
149,OO.A04A.HHZ,-1.0,7.005,94.9,320.7,9.2,0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.98874,-130.04839,-0.0,0.0,,B,0.0
149,OO.A05A.HHZ,1.0,3.955,90.6,14.8,7.8,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,B,1.0
149,OO.A06A.HHZ,1.0,5.099,94.0,339.5,6.9,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.98294,-130.01413,-0.0,1.0,,B,1.0
149,OO.A07A.HHZ,1.0,4.413,92.2,317.1,7.3,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.96907,-130.02985,-0.0,1.0,,B,1.0
149,OO.A08A.HHZ,1.0,2.881,82.5,338.8,8.6,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.96415,-130.0045,-0.0,1.0,,B,1.0
149,OO.A09A.HHZ,-1.0,6.499,94.8,301.8,8.8,0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.97084,-130.06239,-0.0,0.0,,B,0.0
149,OO.A10A.HHZ,1.0,3.895,90.2,54.5,7.8,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.96034,-129.94999,-0.0,1.0,,B,1.0
149,OO.A12A.HHZ,1.0,3.628,88.3,221.0,8.0,-0.0,trad_p,,45.94,-129.991,1.48,0.3,0.2,1.0,45.91537,-130.02177,-0.0,1.0,,B,1.0
157,OO.AAS1.HHZ,1.0,0.994,53.4,214.1,6.8,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,C,1.0
157,OO.AAS2.HHZ,1.0,1.887,76.7,244.9,9.5,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,C,1.0
157,OO.ACC1.HHZ,1.0,2.007,79.7,319.4,9.9,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.9547,-130.0089,-0.0,1.0,,C,1.0
157,OO.AEC1.HHZ,-1.0,1.349,62.8,44.8,7.7,0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,C,1.0
157,OO.AEC2.HHZ,-1.0,1.415,64.5,95.9,7.9,0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,C,1.0
157,OO.AEC3.HHZ,-1.0,1.178,58.4,117.6,7.3,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.9361,-129.9785,-0.0,1.0,,C,1.0
157,OO.AID1.HHZ,1.0,2.017,79.8,147.5,9.9,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,C,1.0
157,OO.A01A.HHZ,-1.0,8.771,113.1,353.2,8.4,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,46.01933,-130.00537,-0.0,0.0,,C,0.0
157,OO.A04A.HHZ,1.0,6.87,103.2,320.6,8.4,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.98874,-130.04839,-0.0,1.0,,C,1.0
157,OO.A05A.HHZ,1.0,3.868,97.9,16.3,8.9,0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,C,1.0
157,OO.A06A.HHZ,-1.0,4.968,102.1,339.9,7.6,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.98294,-130.01413,-0.0,0.0,,C,0.0
157,OO.A07A.HHZ,1.0,4.279,99.8,316.8,8.3,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.96907,-130.02985,-0.0,1.0,,C,1.0
157,OO.A08A.HHZ,1.0,2.75,88.2,339.4,9.5,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.96415,-130.0045,-0.0,1.0,,C,1.0
157,OO.A09A.HHZ,1.0,6.375,103.1,301.4,8.1,0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.97084,-130.06239,-0.0,1.0,,C,1.0
157,OO.A10A.HHZ,1.0,3.896,98.1,56.5,8.8,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.96034,-129.94999,-0.0,1.0,,C,1.0
157,OO.A12A.HHZ,1.0,3.664,96.3,218.9,9.0,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.91537,-130.02177,-0.0,1.0,,C,1.0
157,OO.A13A.HHZ,1.0,4.014,98.9,156.8,8.8,-0.0,trad_p,,45.941,-129.992,1.31,0.3,0.2,1.0,45.90782,-129.97155,-0.0,1.0,,C,1.0
159,OO.AAS1.HHZ,1.0,0.952,40.2,210.2,5.6,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.9336,-129.9992,-0.0,0.0,,D,0.0
159,OO.AAS2.HHZ,-1.0,1.817,61.0,243.9,7.7,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,D,1.0
159,OO.ACC1.HHZ,1.0,1.958,64.3,321.1,8.1,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.9547,-130.0089,-0.0,1.0,,D,1.0
159,OO.AEC1.HHZ,-1.0,1.404,51.5,47.1,6.8,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,D,1.0
159,OO.AEC2.HHZ,-1.0,1.492,53.5,95.6,7.0,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,D,1.0
159,OO.AID1.HHZ,1.0,2.059,65.9,145.7,8.1,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,D,1.0
159,OO.A04A.HHZ,1.0,6.821,86.0,321.1,10.5,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.98874,-130.04839,-0.0,1.0,,D,1.0
159,OO.A05A.HHZ,-1.0,3.891,81.8,17.4,7.3,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,D,1.0
159,OO.A07A.HHZ,-1.0,4.226,83.1,317.6,7.1,0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.96907,-130.02985,-0.0,0.0,,D,0.0
159,OO.A08A.HHZ,1.0,2.724,73.2,340.9,8.0,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.96415,-130.0045,-0.0,1.0,,D,1.0
159,OO.A09A.HHZ,-1.0,6.309,85.9,301.7,10.0,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.97084,-130.06239,-0.0,0.0,,D,0.0
159,OO.A10A.HHZ,1.0,3.961,82.3,57.1,7.2,0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.96034,-129.94999,-0.0,0.0,,D,0.0
159,OO.A12A.HHZ,1.0,3.616,80.1,218.0,7.5,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.91537,-130.02177,-0.0,0.0,,D,0.0
159,OO.A13A.HHZ,1.0,4.045,82.6,155.8,7.2,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.90782,-129.97155,-0.0,1.0,,D,1.0
159,OO.A14A.HHZ,-1.0,4.7,84.4,193.9,6.8,-0.0,trad_p,,45.941,-129.993,1.66,0.3,0.2,1.0,45.89997,-130.00757,-0.0,0.0,,D,0.0
162,OO.AAS1.HHZ,1.0,1.224,49.5,199.2,8.3,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,C,1.0
162,OO.AAS2.HHZ,1.0,1.924,65.9,233.9,10.5,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,C,1.0
162,OO.ACC1.HHZ,1.0,1.656,59.6,315.9,9.7,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.9547,-130.0089,-0.0,1.0,,C,1.0
162,OO.AEC1.HHZ,-1.0,1.269,50.5,60.6,8.5,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,C,1.0
162,OO.AEC2.HHZ,-1.0,1.633,59.1,107.0,9.6,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,C,1.0
162,OO.AID1.HHZ,1.0,2.382,71.9,148.7,10.9,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,C,1.0
162,OO.A02A.HHZ,1.0,6.665,88.9,340.9,12.5,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,46.00062,-130.02226,-0.0,1.0,,C,1.0
162,OO.A05A.HHZ,1.0,3.6,82.7,20.1,10.9,0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,C,1.0
162,OO.A06A.HHZ,1.0,4.601,87.0,340.2,10.4,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.98294,-130.01413,-0.0,1.0,,C,1.0
162,OO.A07A.HHZ,1.0,3.931,84.9,315.2,10.7,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.96907,-130.02985,-0.0,1.0,,C,1.0
162,OO.A08A.HHZ,1.0,2.383,71.9,340.1,10.9,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.96415,-130.0045,-0.0,1.0,,C,1.0
162,OO.A09A.HHZ,-1.0,6.072,88.8,299.4,12.1,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.97084,-130.06239,-0.0,0.0,,C,0.0
162,OO.A10A.HHZ,1.0,3.858,84.4,61.9,10.7,0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.96034,-129.94999,-0.0,0.0,,C,0.0
162,OO.A11A.HHZ,1.0,3.153,79.8,281.4,11.1,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.94959,-130.03398,-0.0,0.0,,C,0.0
162,OO.A12A.HHZ,1.0,3.84,84.3,214.0,10.8,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.91537,-130.02177,-0.0,1.0,,C,1.0
162,OO.A13A.HHZ,-1.0,4.382,86.4,156.7,10.5,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.90782,-129.97155,-0.0,0.0,,C,0.0
162,OO.A14A.HHZ,1.0,5.007,88.1,192.1,10.3,-0.0,trad_p,,45.944,-129.994,1.6,0.3,0.2,1.0,45.89997,-130.00757,-0.0,1.0,,C,1.0
176,OO.AAS1.HHZ,1.0,2.304,62.4,190.0,5.9,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,B,1.0
176,OO.AAS2.HHZ,1.0,2.731,67.0,214.7,6.1,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,B,1.0
176,OO.ACC1.HHZ,1.0,1.155,40.6,273.9,5.0,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.9547,-130.0089,-0.0,0.0,,B,0.0
176,OO.AEC1.HHZ,-1.0,1.209,41.8,113.9,5.0,0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,B,1.0
176,OO.AEC2.HHZ,1.0,2.229,61.6,135.5,5.9,0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.9397,-129.9738,-0.0,1.0,,B,1.0
176,OO.AEC3.HHZ,1.0,2.323,62.6,149.0,5.9,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.9361,-129.9785,-0.0,1.0,,B,1.0
176,OO.AID1.HHZ,1.0,3.381,72.0,158.5,6.1,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.9257,-129.978,-0.0,1.0,,B,1.0
176,OO.A02A.HHZ,-1.0,5.626,78.3,337.1,8.3,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,46.00062,-130.02226,-0.0,0.0,,B,0.0
176,OO.A04A.HHZ,1.0,5.71,78.3,312.6,8.9,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.98874,-130.04839,-0.0,1.0,,B,1.0
176,OO.A05A.HHZ,1.0,2.584,65.4,28.7,6.0,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.97439,-129.97797,-0.0,1.0,,B,1.0
176,OO.A06A.HHZ,1.0,3.575,73.1,334.2,6.0,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.98294,-130.01413,-0.0,1.0,,B,1.0
176,OO.A07A.HHZ,1.0,3.239,71.2,301.2,6.1,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.96907,-130.02985,-0.0,1.0,,B,1.0
176,OO.A08A.HHZ,1.0,1.39,45.8,324.3,5.2,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.96415,-130.0045,-0.0,0.0,,B,0.0
176,OO.A09A.HHZ,1.0,5.609,78.3,289.5,8.2,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.97084,-130.06239,-0.0,1.0,,B,1.0
176,OO.A10A.HHZ,1.0,3.475,72.5,78.3,6.0,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.96034,-129.94999,-0.0,0.0,,B,0.0
176,OO.A11A.HHZ,1.0,3.13,70.6,261.0,6.1,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.94959,-130.03398,-0.0,0.0,,B,0.0
176,OO.A12A.HHZ,1.0,4.802,77.4,206.6,6.1,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.91537,-130.02177,-0.0,1.0,,B,1.0
176,OO.A13A.HHZ,1.0,5.421,78.1,161.3,7.0,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.90782,-129.97155,-0.0,1.0,,B,1.0
176,OO.A14A.HHZ,1.0,6.099,78.5,189.9,11.4,-0.0,trad_p,,45.954,-129.994,1.81,0.3,0.2,1.0,45.89997,-130.00757,-0.0,1.0,,B,1.0
180,OO.AAS1.HHZ,1.0,2.013,54.3,196.1,8.8,-0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.9336,-129.9992,-0.0,1.0,,D,1.0
180,OO.AAS2.HHZ,1.0,2.565,60.2,221.8,8.9,0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.9338,-130.0141,-0.0,1.0,,D,1.0
180,OO.ACC1.HHZ,1.0,1.37,41.0,287.5,7.1,0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.9547,-130.0089,-0.0,1.0,,D,1.0
180,OO.AEC1.HHZ,-1.0,0.964,32.1,99.3,5.9,-0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.9496,-129.9797,-0.0,1.0,,D,1.0
180,OO.AEC2.HHZ,1.0,1.887,51.8,131.8,8.5,0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.9397,-129.9738,-0.0,0.0,,D,0.0
180,OO.AEC3.HHZ,1.0,1.958,53.3,147.8,8.7,-0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.9361,-129.9785,-0.0,0.0,,D,0.0
180,OO.AID1.HHZ,1.0,3.014,64.8,159.0,9.0,-0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.9257,-129.978,-0.0,0.0,,D,0.0
180,OO.A04A.HHZ,1.0,6.051,72.6,313.9,12.6,-0.0,trad_p,,45.951,-129.992,1.93,0.3,0.2,1.0,45.98874,-130.04839,-0.0,1.0,,D,1.0
