0	2.03182
0.05	2.16278
0.1	2.31043
0.15	2.57618
0.2	2.8601
0.25	3.11321
0.3	3.36063
0.35	3.53158
0.4	3.68598
0.45	3.83796
0.5	3.98933
0.55	4.16556
0.6	4.34889
0.65	4.53438
0.7	4.72057
0.75	4.87695
0.8	5.0225
0.85	5.14016
0.9	5.24648
0.95	5.34724
1	5.4455
1.05	5.54225
1.1	5.63825
1.15	5.71341
1.2	5.77708
1.25	5.80095
1.3	5.80065
1.35	5.79218
1.4	5.77826
1.45	5.79627
1.5	5.8376
1.55	5.89085
1.6	5.95363
1.65	5.99857
1.7	6.02791
1.75	6.03841
1.8	6.03088
1.85	6.00971
1.9	5.97425
1.95	5.91952
2	5.84275
2.05	5.76753
2.1	5.69423
2.15	5.65896
2.2	5.67571
2.25	5.67991
2.3	5.66527
2.35	5.65921
2.4	5.66729
2.45	5.6681
2.5	5.65572
2.55	5.64445
2.6	5.63541
2.65	5.62994
2.7	5.6324
2.75	5.63526
2.8	5.63911
2.85	5.64718
2.9	5.66687
2.95	5.68498
3	5.69821
3.05	5.71056
3.1	5.71979
3.15	5.72789
3.2	5.73145
3.25	5.73602
3.3	5.74525
3.35	5.75569
3.4	5.77279
3.45	5.78962
3.5	5.80469
3.55	5.82054
3.6	5.84254
3.65	5.86309
3.7	5.86882
3.75	5.87517
3.8	5.89015
3.85	5.90519
3.9	5.92176
3.95	5.9383
4	5.95321
40	8.2
