0	1.99732
0.05	2.13661
0.1	2.29404
0.15	2.5773
0.2	2.87992
0.25	3.16702
0.3	3.45127
0.35	3.6482
0.4	3.82625
0.45	3.99787
0.5	4.16787
0.55	4.35124
0.6	4.53843
0.65	4.70867
0.7	4.87343
0.75	5.01434
0.8	5.14658
0.85	5.25996
0.9	5.36569
0.95	5.46365
1	5.5581
1.05	5.64374
1.1	5.72496
1.15	5.77945
1.2	5.81918
1.25	5.82799
1.3	5.81803
1.35	5.8083
1.4	5.79872
1.45	5.81743
1.5	5.85682
1.55	5.90513
1.6	5.96057
1.65	5.99947
1.7	6.02389
1.75	6.0324
1.8	6.02568
1.85	6.00394
1.9	5.96651
1.95	5.90975
2	5.83089
2.05	5.75619
2.1	5.68669
2.15	5.65223
2.2	5.66572
2.25	5.66842
2.3	5.65494
2.35	5.64894
2.4	5.65527
2.45	5.65494
2.5	5.64255
2.55	5.63178
2.6	5.62423
2.65	5.62086
2.7	5.62674
2.75	5.63198
2.8	5.63562
2.85	5.64398
2.9	5.66528
2.95	5.68465
3	5.69807
3.05	5.71048
3.1	5.71937
3.15	5.72726
3.2	5.73113
3.25	5.73596
3.3	5.7452
3.35	5.7558
3.4	5.77374
3.45	5.79138
3.5	5.80702
3.55	5.82336
3.6	5.84529
3.65	5.86576
3.7	5.87118
3.75	5.87721
3.8	5.89185
3.85	5.90656
3.9	5.92279
3.95	5.93898
4	5.95355
40	8.2
