ID YR MO DY HR MIN SEC latitude longitude DEPTH rms nPh Gap
230900018 2022 11 5 4 1 17.100016 45.921843 -129.990474 1.25375 0.0694372 17 142.635
230900020 2022 11 5 4 3 32.562552 45.921843 -129.991447 1.31125 0.0822722 22 71.7547
230900022 2022 11 5 4 29 44.692985 45.929259 -130.005065 3.03625 0.277567 15 147.678
230900023 2022 11 5 5 39 9.694818 45.977463 -130.000109 1.36875 0.11861 20 83.1297
230900030 2022 11 5 11 52 31.578868 45.925087 -130.005559 1.0525 0.203305 9 169.513
230900031 2022 11 5 11 53 33.870726 45.969583 -130.050305 1.1675 0.398178 9 225.33
230900033 2022 11 5 12 24 23.34911 45.972828 -129.994271 1.25375 0.289793 15 135.939
230900034 2022 11 5 13 5 1.948934 45.919061 -130.017738 0.90875 0.281646 12 152.486
230900036 2022 11 5 14 49 1.802488 45.919061 -129.987559 1.88625 0.14559 14 171.176
230900062 2022 11 5 20 37 42.483224 45.917671 -129.984154 1.8575 0.214051 13 194.664
230900071 2022 11 5 23 49 1.007357 45.913731 -130.021883 0.146875 0.48586 15 197.131
230900074 2022 11 5 23 59 8.85171 45.945481 -130.032795 0.2475 0.329244 9 180.448
231000001 2022 11 6 0 0 34.51609 45.95058 -130.020613 0.21875 0.454553 17 102.21
231000002 2022 11 6 0 1 16.870452 45.938529 -130.01284 0.33375 0.47738 14 105.957
231000004 2022 11 6 0 2 43.401264 45.937601 -130.010893 0.50625 0.458751 12 102.423
231000006 2022 11 6 0 5 5.460819 45.945945 -130.00114 -0.47125 0.460352 19 92.316
231000007 2022 11 6 0 5 48.47067 45.939456 -130.008943 0.16125 0.48035 18 83.3886
231000010 2022 11 6 0 8 1.375751 45.945017 -130.012829 0.62125 0.421879 16 92.1129
231000011 2022 11 6 0 8 44.80853 45.947335 -130.007469 0.4775 0.451149 17 77.0892
231000012 2022 11 6 0 9 27.955772 45.945017 -130.006012 0.67875 0.387032 16 74.6351
231000013 2022 11 6 0 10 12.841362 45.951507 -130.005027 0.73625 0.391766 21 65.8904
231000016 2022 11 6 0 12 21.151615 45.948726 -130.006005 0.96625 0.376744 18 71.5685
231000019 2022 11 6 0 16 39.943484 45.968193 -129.979664 0.50625 0.477672 14 161.119
231000021 2022 11 6 0 18 6.97554 45.95985 -130.001115 0.96625 0.406816 15 76.7222
231000022 2022 11 6 0 18 48.754254 45.95985 -130.003064 0.56375 0.381545 13 78.2533
231000024 2022 11 6 0 20 15.884313 45.965412 -129.991362 0.96625 0.476659 15 106.84
231000025 2022 11 6 0 20 59.554594 45.969119 -130.004996 0.39125 0.497985 12 99.0401
231000030 2022 11 6 0 24 9.428927 45.971901 -129.993298 1.31125 0.4365 16 129.541
231000034 2022 11 6 0 26 48.731463 45.988123 -129.970361 1.1675 0.459644 12 255.619
231000098 2022 11 6 1 50 36.916446 45.921843 -129.9895 1.54125 0.284269 11 145.773
231000136 2022 11 6 6 51 7.182377 46.004345 -130.025411 1.42625 0.233648 11 177.21
231000138 2022 11 6 12 45 30.527174 45.925087 -129.988033 1.2825 0.0885677 11 162.776
231000146 2022 11 6 17 4 31.048889 46.000638 -130.029316 1.54125 0.322963 16 173.545
231000147 2022 11 6 17 4 43.361406 45.99693 -130.028346 1.25375 0.178184 21 110.687
231000148 2022 11 6 17 11 25.823967 45.997857 -130.030295 1.48375 0.145139 16 140.491
231000149 2022 11 6 17 12 20.842311 46.003419 -130.028338 1.19625 0.293137 11 181.543
231000150 2022 11 6 17 13 1.087907 45.99693 -130.028346 1.42625 0.248562 22 110.687
231000152 2022 11 6 17 14 36.45077 46.010835 -130.034179 0.33375 0.444372 29 220.899
231000155 2022 11 6 17 30 30.347716 46.001101 -130.026878 4.0425 0.361085 11 145.364
231000162 2022 11 6 20 19 24.157893 45.921843 -129.988527 0.79375 0.380952 14 181.339
231100002 2022 11 7 2 22 12.391774 46.011761 -130.040028 1.19625 0.282144 11 231.775
231100003 2022 11 7 3 22 31.007888 45.995539 -130.034684 -0.3275 0.481147 10 307.382
231100007 2022 11 7 15 11 24.662297 45.923233 -129.978301 4.0425 0.173339 11 135.109
231100009 2022 11 7 15 38 1.201403 45.992294 -130.028352 1.48375 0.255173 13 99.9429
231100010 2022 11 7 15 38 1.203089 46.001101 -130.017128 1.3975 0.110656 11 188.693
231100012 2022 11 7 15 39 49.567447 45.998784 -130.028344 2.00125 0.313891 14 106.738
231100023 2022 11 7 18 28 13.654574 45.923696 -129.991444 1.13875 0.0966969 28 66.3658
231100040 2022 11 7 20 55 43.39203 45.964485 -129.999158 1.25375 0.169697 18 88.1986
231100041 2022 11 7 22 5 31.013273 45.995539 -130.017137 1.2825 0.234125 17 79.8963
231200003 2022 11 8 2 18 28.96956 45.960777 -130.000139 0.79375 0.203666 11 93.0482
231200004 2022 11 8 2 18 33.084643 45.956605 -129.997712 1.6275 0.375878 12 181.003
231200005 2022 11 8 2 37 58.91964 45.961703 -129.985524 0.62125 0.168396 16 98.9675
231200008 2022 11 8 3 26 11.844265 45.958459 -129.991863 1.2825 0.166306 19 94.9062
231200009 2022 11 8 3 26 35.407605 45.95985 -129.993321 1.88625 0.201949 19 97.2945
231200010 2022 11 8 4 53 45.558804 45.923696 -130.011889 1.25375 0.0743971 11 131.749
231200012 2022 11 8 5 6 30.328444 45.960313 -129.970426 0.0175 0.493519 12 239.74
231200013 2022 11 8 6 57 44.062249 45.925782 -129.991196 0.951875 0.159818 28 61.064
231200014 2022 11 8 7 32 42.214936 45.930649 -129.995812 2.5475 0.321137 11 98.5666
231200015 2022 11 8 8 7 7.278454 45.966107 -129.997938 1.29688 0.135059 25 64.708
231200017 2022 11 8 8 17 3.73935 45.99693 -130.015672 2.11625 0.303849 12 86.4912
231200018 2022 11 8 9 9 59.888059 45.929259 -129.991433 0.79375 0.158185 14 73.3259
231200021 2022 11 8 15 57 5.301066 45.90701 -129.993423 1.19625 0.0905337 15 147.425
231200031 2022 11 8 19 2 6.399996 45.96657 -129.998911 1.09563 0.147187 21 92.4868
231200032 2022 11 8 19 8 36.047796 45.919989 -129.978795 1.54125 0.359805 27 198.635
231200033 2022 11 8 23 48 2.759551 45.977463 -130.000109 1.59875 0.254949 14 97.9977
231300001 2022 11 9 1 31 48.156137 45.92555 -129.979757 1.88625 0.100453 15 88.7024
231300005 2022 11 9 2 57 23.435244 45.994149 -130.035173 1.31125 0.214055 14 152.85
231300007 2022 11 9 4 28 38.435376 45.92555 -129.988519 1.19625 0.174224 14 118.753
231300009 2022 11 9 13 24 25.018297 45.912573 -129.987572 1.36875 0.227106 13 114.699
231300011 2022 11 9 15 24 31.885797 45.997857 -130.02542 1.31125 0.206219 14 76.8549
231300013 2022 11 9 16 18 12.220821 46.004345 -129.997136 -0.47125 0.350858 12 186.063
231400000 2022 11 10 2 23 5.382387 45.934357 -130.001648 3.6975 0.257653 11 218.289
231400001 2022 11 10 3 17 33.379886 45.997393 -130.026883 1.8575 0.250422 15 92.9979
231400005 2022 11 10 6 3 43.411064 45.910255 -129.974436 -0.0975 0.4306 13 139.744
231400008 2022 11 10 6 46 8.02099 45.923696 -129.996312 1.82875 0.316448 12 117.287
231500002 2022 11 11 1 38 49.195238 45.964021 -130.028876 1.9725 0.459645 14 185.381
231500003 2022 11 11 2 41 7.24372 45.99693 -130.028346 1.36875 0.230298 14 110.687
231500007 2022 11 11 4 29 44.855595 45.921843 -129.991447 1.25375 0.164175 22 139.679
231500013 2022 11 11 6 49 5.856953 45.936211 -130.021121 1.5125 0.206297 9 226.202
231500014 2022 11 11 7 53 28.578193 45.932503 -129.991913 0.3625 0.235482 11 155.911
231500015 2022 11 11 10 59 49.924335 45.99971 -130.026392 1.42625 0.156766 11 101.938
231500016 2022 11 11 11 10 7.360488 45.996003 -130.029322 1.25375 0.16322 17 119.235
231500017 2022 11 11 11 13 4.383539 45.99693 -130.027371 1.25375 0.247394 18 99.7139
231500018 2022 11 11 11 13 17.120561 45.995307 -130.026642 1.29688 0.160469 28 94.5775
231500019 2022 11 11 11 13 59.499844 45.997857 -130.030295 1.36875 0.155545 14 140.491
231500020 2022 11 11 11 15 4.623361 45.99693 -130.029321 1.42625 0.151413 12 122.355
231500021 2022 11 11 11 17 6.241515 46.000638 -130.032241 1.54125 0.243029 10 181.607
231500022 2022 11 11 11 17 19.852999 45.998784 -130.029318 1.54125 0.140412 12 128.44
231500023 2022 11 11 11 17 36.172694 46.000638 -130.029316 0.67875 0.163141 12 173.545
231500024 2022 11 11 11 17 43.409985 45.99693 -130.027371 1.31125 0.146903 20 99.7139
231500025 2022 11 11 11 17 56.249125 45.996003 -130.024448 1.31125 0.232604 22 94.2258
231500026 2022 11 11 11 18 11.373048 45.996234 -130.027128 1.23938 0.183956 27 98.2349
231500027 2022 11 11 11 18 16.782068 45.99693 -130.027371 1.31125 0.166468 20 99.7139
231500028 2022 11 11 11 18 27.239125 45.997857 -130.028345 1.36875 0.233585 15 110.266
231500029 2022 11 11 11 18 31.524335 45.998784 -130.030293 1.48375 0.136618 13 149.929
231500031 2022 11 11 11 18 42.444436 45.99693 -130.028346 1.36875 0.14015 13 110.687
231500032 2022 11 11 11 18 46.655358 45.997857 -130.028345 1.31125 0.150926 17 110.266
231500033 2022 11 11 11 18 56.461555 45.99693 -130.029321 1.71375 0.171763 13 122.355
231500034 2022 11 11 11 19 10.367877 45.998784 -130.029318 1.48375 0.140404 15 128.44
231500036 2022 11 11 11 19 28.997526 46.000638 -130.032241 1.36875 0.281495 15 181.607
231500037 2022 11 11 11 19 32.912614 45.998784 -130.035168 1.42625 0.200823 13 182.732
231500038 2022 11 11 11 19 39.492237 46.000869 -130.02956 0.118125 0.329262 13 175.107
231500039 2022 11 11 11 19 43.623446 45.999247 -130.022981 1.2825 0.253276 15 103.756
231500040 2022 11 11 11 19 47.511529 45.996003 -130.027372 1.36875 0.176842 23 100.576
231500041 2022 11 11 11 20 7.46233 45.995075 -130.01665 1.31125 0.175517 31 178.456
231500043 2022 11 11 11 20 34.478845 45.996234 -130.027616 1.29688 0.164141 27 102.829
231500044 2022 11 11 11 20 46.37842 45.997857 -130.028345 1.36875 0.14657 18 110.266
231500045 2022 11 11 11 21 0.148672 45.998784 -130.031268 1.42625 0.219125 11 167.333
231500046 2022 11 11 11 21 5.404832 45.996003 -130.028347 1.36875 0.148576 12 109.702
231500047 2022 11 11 11 21 25.571073 46.001565 -130.03419 1.65625 0.168232 10 190.82
231500048 2022 11 11 11 21 30.276449 45.99971 -130.032242 1.82875 0.168129 10 177.898
231500050 2022 11 11 11 23 2.87739 45.992294 -130.026402 0.90875 0.199548 15 89.6474
231500051 2022 11 11 11 25 12.35386 45.994149 -130.021526 1.36875 0.186286 12 131.36
231500052 2022 11 11 11 26 29.971087 45.998784 -130.031268 1.82875 0.26532 14 167.333
231500053 2022 11 11 11 27 52.879068 45.998784 -130.028344 1.65625 0.14292 11 106.738
231500054 2022 11 11 11 32 11.791103 45.993685 -130.024938 1.3975 0.175106 11 83.6954
231500055 2022 11 11 11 38 34.538998 46.000638 -130.027366 1.48375 0.210112 12 129.761
231500058 2022 11 11 13 41 52.161567 45.997857 -130.028345 1.54125 0.161181 11 110.266
231500060 2022 11 11 14 54 44.211915 46.001565 -130.029315 1.82875 0.240809 10 177.14
231500061 2022 11 11 15 15 49.846761 45.998784 -130.029318 1.65625 0.141969 12 128.44
231500063 2022 11 11 15 22 30.328477 45.99693 -130.025421 1.19625 0.196617 24 81.3357
231500064 2022 11 11 15 25 44.367491 45.986269 -130.024948 0.9375 0.485756 11 85.2455
231500065 2022 11 11 15 30 53.959143 46.003419 -130.027363 1.82875 0.392211 11 178.939
231500066 2022 11 11 15 32 25.545785 46.001565 -130.029315 1.65625 0.171828 10 177.14
231500068 2022 11 11 15 34 8.121151 46.000638 -130.030291 1.77125 0.366062 14 176.183
231500069 2022 11 11 15 34 32.734633 45.995771 -130.025179 1.18188 0.203629 37 83.2446
231500070 2022 11 11 15 34 37.360555 45.964485 -129.996236 -0.12625 0.323504 16 190.709
231500072 2022 11 11 15 45 15.809695 45.998784 -130.027369 1.54125 0.360154 14 89.0179
231500073 2022 11 11 15 45 25.895344 46.002955 -130.028826 1.2825 0.26644 11 181.109
231500074 2022 11 11 15 47 21.463991 46.001565 -130.035165 1.08125 0.423525 13 193.716
231500076 2022 11 11 15 47 48.408955 46.019178 -130.023441 1.36875 0.35536 14 239.675
231500077 2022 11 11 15 48 17.458661 46.001565 -130.027365 1.59875 0.245972 16 166.226
231500078 2022 11 11 15 49 37.225887 46.004345 -130.028336 1.65625 0.276276 12 185.01
231500079 2022 11 11 15 50 12.246356 45.996003 -130.025423 1.25375 0.183302 19 84.474
231600002 2022 11 12 4 49 43.894158 45.945481 -130.038639 0.8225 0.34846 11 194.163
231600003 2022 11 12 4 49 48.244083 45.92277 -129.992419 1.19625 0.092661 13 86.2347
231600006 2022 11 12 5 30 23.09808 45.960777 -129.994294 1.54125 0.110515 19 104.366
231600008 2022 11 12 6 21 58.235113 45.923696 -129.989497 0.90875 0.361511 13 132.147
231600013 2022 11 12 6 48 18.988794 45.936443 -129.973647 -0.428125 0.399713 9 197.687
231600015 2022 11 12 6 53 34.946727 45.960313 -129.96458 0.1325 0.137725 9 228.55
231600033 2022 11 12 7 53 52.883587 45.99971 -130.009819 0.96625 0.361127 11 110.945
231600053 2022 11 12 10 22 12.389777 45.92277 -130.001181 1.88625 0.196186 15 78.0534
231600057 2022 11 12 17 29 6.547012 45.94131 -130.030366 1.94375 0.178146 14 155.873
231600064 2022 11 12 23 10 11.509185 45.994844 -130.022743 1.00938 0.214766 25 70.8183
231700001 2022 11 13 0 50 3.41575 45.920915 -129.983661 1.88625 0.217858 12 107.964
231700012 2022 11 13 9 35 22.578006 45.919989 -129.98561 1.19625 0.151143 14 174.672
231700013 2022 11 13 9 37 18.339145 45.920915 -129.989502 0.90875 0.276762 14 77.388
231700016 2022 11 13 14 3 53.567535 45.996003 -130.016649 1.42625 0.140062 15 82.0249
231800000 2022 11 14 0 24 15.660407 45.938065 -129.978269 -0.0975 0.175978 6 121.85
231800016 2022 11 14 6 30 27.514098 45.99693 -130.028346 1.48375 0.277721 22 110.687
231800017 2022 11 14 6 30 38.753147 46.003419 -130.016638 0.56375 0.495692 11 230.011
231800022 2022 11 14 6 36 31.436247 45.99693 -130.029321 0.10375 0.296647 7 139.283
231800023 2022 11 14 6 36 47.383897 45.99693 -130.026396 1.36875 0.195188 12 89.8745
231800024 2022 11 14 6 37 29.1136 45.995771 -130.024692 1.00938 0.184193 37 79.9227
231800028 2022 11 14 6 43 49.540239 45.943627 -129.960725 -0.4425 0.332889 10 259.904
231800029 2022 11 14 6 44 31.563796 45.974682 -129.977701 0.44875 0.450014 12 156.576
231800031 2022 11 14 6 45 15.146928 45.978853 -129.929451 0.5925 0.473311 11 274.587
231800036 2022 11 14 7 5 31.548694 45.974682 -129.977701 0.27625 0.462323 11 295.838
231800041 2022 11 14 8 4 11.819406 45.893569 -130.030912 4.0425 0.309858 11 281.716
231800043 2022 11 14 8 6 18.566166 45.962167 -129.980164 1.3975 0.399615 7 226.061
231800050 2022 11 14 8 41 28.449188 45.971437 -130.063946 3.3525 0.371295 9 295.953
231800058 2022 11 14 9 30 34.481435 45.899594 -130.007062 -0.06875 0.474728 7 286.186
231800063 2022 11 14 9 33 0.971348 45.962167 -129.991856 -0.3275 0.3224 10 221.44
231800066 2022 11 14 9 34 47.482783 45.919525 -129.982204 -0.4425 0.326817 8 296.501
231900005 2022 11 15 3 37 57.548447 45.938065 -130.01917 3.4675 0.261077 12 124.829
231900006 2022 11 15 3 40 3.054256 45.936211 -129.991906 -0.0975 0.415564 10 173.621
231900012 2022 11 15 8 53 38.72317 46.034937 -129.905377 -0.47125 0.345735 13 305.127
231900014 2022 11 15 13 30 23.424307 45.919989 -129.990478 1.13875 0.150586 20 77.9437
231900015 2022 11 15 13 33 25.416107 45.919989 -129.990478 1.13875 0.0887263 18 154.171
231900016 2022 11 15 13 33 28.016022 45.92277 -129.998261 0.27625 0.257012 20 69.2793
231900017 2022 11 15 14 52 29.320608 46.002492 -130.025414 1.31125 0.254177 21 164.515
231900019 2022 11 15 14 55 9.493945 46.005273 -130.02931 1.71375 0.260692 14 191.049
231900020 2022 11 15 17 14 36.752326 45.996234 -130.023229 1.12438 0.207057 25 96.5784
231900026 2022 11 15 20 7 44.842186 45.899594 -130.007062 0.21875 0.371588 10 278.447
232000000 2022 11 16 0 32 50.521351 45.904693 -129.958877 4.0425 0.376634 13 278.675
232000005 2022 11 16 4 30 38.646756 45.971437 -129.978195 0.1325 0.236535 9 171.496
232000015 2022 11 16 5 5 16.635205 45.923696 -129.983655 -0.47125 0.468011 10 143.424
232000017 2022 11 16 5 8 42.575727 45.902839 -129.991971 1.2825 0.34718 11 184.488
232000022 2022 11 16 5 13 39.983186 45.923696 -130.018705 0.50625 0.496442 12 136.583
232000023 2022 11 16 5 24 4.661578 45.918135 -130.029421 0.27625 0.435728 11 230.06
232000028 2022 11 16 5 28 27.687332 45.945945 -130.036204 -0.01125 0.367578 11 162.012
232000029 2022 11 16 5 29 12.124112 45.945481 -130.036691 -0.0975 0.491095 17 163.861
232000031 2022 11 16 5 30 30.620193 45.946872 -130.037177 -0.01125 0.424889 12 174.346
232000034 2022 11 16 5 33 17.315414 45.948726 -130.038149 -0.01125 0.441328 13 158.938
232000037 2022 11 16 5 39 10.573657 45.964485 -130.029362 0.73625 0.496505 8 188.975
232000044 2022 11 16 7 50 59.549115 45.917671 -129.991942 4.0425 0.498477 14 161.266
232100001 2022 11 17 2 58 17.616111 45.995539 -130.026885 1.2825 0.18943 18 96.4668
232100002 2022 11 17 4 44 36.252607 45.99693 -130.025421 1.31125 0.159419 17 81.3357
232100003 2022 11 17 5 12 38.895201 45.988587 -130.004963 -0.47125 0.494432 13 101.305
232100007 2022 11 17 10 49 36.104879 46.002955 -130.017126 3.0075 0.304164 21 131.9
232200013 2022 11 18 11 13 8.203813 45.978853 -130.003518 1.5125 0.491744 13 167.485
232300001 2022 11 19 2 55 53.47925 45.94664 -130.020375 1.29688 0.175127 38 100.857
232300003 2022 11 19 6 5 26.601721 45.99693 -130.022497 1.71375 0.252769 18 79.7356
232300004 2022 11 19 9 9 40.371373 45.991368 -130.029328 1.42625 0.205865 13 101.462
232300006 2022 11 19 9 57 55.67442 45.99971 -130.028342 1.36875 0.170465 17 93.4029
232300007 2022 11 19 10 5 6.194915 45.926478 -130.017727 1.42625 0.191662 15 132.707
232300008 2022 11 19 10 10 11.925104 45.926941 -130.021134 1.5125 0.156292 13 148.55
232300009 2022 11 19 12 21 33.436721 45.850927 -129.980404 4.0425 0.222832 19 323.657
232300014 2022 11 19 20 3 37.44632 46.002955 -130.024926 1.3975 0.291688 12 167.404
232300015 2022 11 19 20 53 54.349956 45.943164 -130.020624 1.94375 0.323318 12 140.013
232300016 2022 11 19 23 32 15.961155 46.007126 -130.021507 0.67875 0.323312 9 259.99
232400000 2022 11 20 0 14 16.442878 45.92555 -129.993387 1.25375 0.137645 37 112.003
232400001 2022 11 20 0 14 41.144836 45.92277 -129.993393 1.25375 0.101896 28 68.8337
232400002 2022 11 20 0 14 49.350672 45.924624 -129.994363 1.19625 0.156645 21 63.7782
232400003 2022 11 20 0 16 33.567569 45.924392 -129.99412 1.15313 0.146259 34 117.72
232400004 2022 11 20 0 19 28.043184 45.923233 -129.991932 1.1675 0.148213 27 129.469
232400007 2022 11 20 1 19 27.851024 45.983952 -130.042983 0.90875 0.245846 12 96.0516
232500000 2022 11 21 0 57 12.664328 45.99971 -130.025418 1.48375 0.158554 11 106.395
232500001 2022 11 21 1 45 30.200554 45.937601 -129.989469 1.77125 0.141818 17 97.0806
232500003 2022 11 21 6 1 11.050049 46.034937 -129.998054 4.07125 0.399744 19 298.725
232500007 2022 11 21 18 23 13.870271 45.928331 -129.981698 1.54125 0.21172 15 126.44
232600002 2022 11 22 1 9 29.530538 45.993685 -130.019089 3.0075 0.366162 9 105.296
232600003 2022 11 22 1 11 21.012747 45.984879 -130.004969 1.77125 0.310662 11 228.071
232600004 2022 11 22 1 13 33.508272 45.904229 -129.982723 0.90875 0.268896 9 190.939
232600006 2022 11 22 1 14 6.611259 45.915354 -129.99146 1.31125 0.0784374 14 97.4942
232600008 2022 11 22 1 17 29.933226 45.973291 -130.013272 1.2825 0.482083 14 210.136
232600009 2022 11 22 1 23 36.660788 45.917671 -129.993889 1.1675 0.214105 15 85.8569
232600028 2022 11 22 6 21 49.827058 45.919061 -129.979771 0.90875 0.398107 11 153.363
232600029 2022 11 22 6 22 35.74993 45.92277 -129.975868 0.27625 0.432555 10 163.791
232600033 2022 11 22 6 27 49.421567 45.934821 -129.976815 -0.29875 0.433155 9 242.072
232600036 2022 11 22 6 33 4.365737 45.938529 -129.975833 -0.29875 0.35254 12 123.366
232600037 2022 11 22 6 34 33.509532 45.99971 -130.007869 1.94375 0.281432 12 153.431
232600039 2022 11 22 11 8 8.198816 45.999247 -130.026881 1.3975 0.171881 11 86.7693
232600045 2022 11 22 16 26 48.734672 45.967266 -129.990384 0.85125 0.464643 11 96.9231
232600064 2022 11 22 17 27 40.896436 45.907938 -130.009968 0.85125 0.462314 10 143.962
232600080 2022 11 22 17 40 37.850219 45.910255 -129.993904 1.0525 0.438492 17 123.803
232600100 2022 11 22 18 16 31.265081 45.896814 -129.98955 0.85125 0.40951 9 235.443
232600102 2022 11 22 18 18 41.265131 45.901449 -130.001219 -0.18375 0.47285 11 217.863
232600103 2022 11 22 18 19 25.008563 45.902375 -129.993432 0.85125 0.445624 12 185.911
232600109 2022 11 22 18 25 10.64634 45.911645 -129.979787 1.08125 0.333297 9 118.768
232600114 2022 11 22 18 28 56.868683 45.90701 -129.990503 1.08125 0.428165 11 152.808
232600115 2022 11 22 18 29 40.366281 45.904229 -129.999268 1.02375 0.380551 11 154.094
232600125 2022 11 22 18 37 29.521391 45.915817 -130.013362 0.7075 0.446036 10 99.9222
232600130 2022 11 22 18 42 35.365407 45.926941 -129.982188 0.5925 0.37851 9 128.317
232600133 2022 11 22 18 45 43.311678 45.929259 -129.997275 0.39125 0.360199 14 88.948
232600144 2022 11 22 19 52 20.147276 45.984183 -130.014961 -0.083125 0.394491 9 144.359
232600150 2022 11 22 20 49 21.272626 45.951507 -130.021586 1.36875 0.15562 21 97.6041
232600151 2022 11 22 22 31 28.662453 45.997857 -130.02542 1.94375 0.338016 12 76.8549
232700002 2022 11 23 1 37 43.100838 45.934125 -129.978521 -0.054375 0.495164 26 132.417
232700003 2022 11 23 2 3 56.515346 45.918135 -129.980746 0.16125 0.425612 19 172.03
232700004 2022 11 23 2 27 53.259153 45.934357 -129.988015 2.0875 0.153279 14 126.033
232700006 2022 11 23 5 42 8.536081 45.989514 -130.003012 1.02375 0.302173 9 147.932
232700007 2022 11 23 5 42 16.588361 45.99971 -130.026392 1.36875 0.145992 14 101.938
232700010 2022 11 23 6 49 50.102433 45.915354 -129.99146 1.54125 0.248094 10 174.011
232700015 2022 11 23 7 16 37.581573 45.917208 -129.993404 1.42625 0.103408 13 88.0247
232700016 2022 11 23 7 21 55.013474 45.956605 -129.949003 0.7075 0.204749 11 253.089
232700017 2022 11 23 7 24 54.575876 45.947335 -129.958768 0.4775 0.389217 12 186.626
232700019 2022 11 23 7 30 6.319163 45.995075 -130.027373 0.85125 0.402663 11 193.075
232700023 2022 11 23 7 39 59.400203 45.968193 -129.948484 -0.06875 0.358908 11 225.226
232700024 2022 11 23 7 40 20.060651 45.917208 -129.994377 1.31125 0.0966689 11 125.804
232700029 2022 11 23 8 4 11.999974 45.960777 -129.949478 0.04625 0.475415 11 264.958
232700035 2022 11 23 9 4 46.448257 45.925087 -129.986086 0.9375 0.190832 13 165.152
232700037 2022 11 23 9 53 44.725021 46.0062 -130.021509 1.42625 0.317721 11 173.525
232700052 2022 11 23 11 12 0.591505 45.980707 -130.050295 0.2475 0.396277 9 236.492
232700053 2022 11 23 11 13 31.433542 45.971901 -130.050791 0.90875 0.420357 10 227.092
232700062 2022 11 23 11 31 28.546338 45.962167 -130.015238 0.0175 0.344804 10 239.233
232700073 2022 11 23 12 21 49.903465 45.938529 -130.052768 1.19625 0.440875 11 222.649
232700075 2022 11 23 12 27 47.731655 45.923696 -130.047913 0.79375 0.447161 12 251.391
232700099 2022 11 23 12 53 54.549286 45.952433 -130.072238 1.08125 0.402948 11 241.006
232700115 2022 11 23 13 15 20.587228 45.964021 -130.034721 1.0525 0.45601 11 196.406
232700123 2022 11 23 13 35 25.424266 45.908401 -130.02116 -0.2125 0.442482 11 224.706
232700141 2022 11 23 14 4 19.908297 45.945481 -130.050327 4.0425 0.374552 12 244.276
232700149 2022 11 23 14 14 50.955829 45.913963 -129.962747 0.7075 0.49083 11 263.168
232700150 2022 11 23 14 15 36.678322 45.943627 -130.071756 0.8225 0.465676 12 274.515
232700168 2022 11 23 15 11 13.28012 45.987659 -130.018611 1.77125 0.326042 12 84.0015
232800001 2022 11 24 1 59 25.754208 45.934821 -129.983632 1.48375 0.350527 15 157.044
232800002 2022 11 24 3 44 44.529891 45.920915 -129.983661 1.48375 0.193493 14 107.964
232800006 2022 11 24 10 37 3.019863 45.96657 -129.996962 1.35438 0.129516 22 64.4183
232800025 2022 11 24 15 56 44.505711 45.978853 -129.980128 -0.4425 0.389941 8 259.342
232900007 2022 11 25 0 21 20.359344 45.906547 -130.09708 0.0175 0.491832 8 303.96
232900010 2022 11 25 0 34 21.297601 45.922074 -129.998019 1.12438 0.125248 31 121.391
232900017 2022 11 25 8 39 39.702758 45.978853 -130.019111 -0.4425 0.38554 8 279.561
232900027 2022 11 25 9 44 43.232571 45.947799 -129.974838 0.50625 0.419575 11 120.844
232900028 2022 11 25 9 48 3.048582 45.94131 -129.984592 0.44875 0.379625 13 80.0556
232900029 2022 11 25 9 57 36.259352 45.921843 -129.992421 1.65625 0.164926 11 125.206
232900031 2022 11 25 10 2 47.137621 45.929259 -129.987538 0.44875 0.275854 9 165.75
232900032 2022 11 25 10 3 30.236728 45.930186 -129.987536 0.33375 0.384741 11 157.131
232900033 2022 11 25 10 4 13.994791 45.924624 -129.984627 0.73625 0.189205 12 136.389
232900034 2022 11 25 10 8 5.514161 45.930649 -129.98997 0.0175 0.323244 12 130.697
232900035 2022 11 25 10 14 22.116006 45.90701 -129.97785 0.90875 0.366476 13 171.616
232900036 2022 11 25 10 15 4.754127 45.903303 -129.986618 0.90875 0.485074 11 190.422
232900045 2022 11 25 16 10 48.240013 46.000638 -130.029316 1.59875 0.241014 14 173.545
232900063 2022 11 25 22 2 20.161031 45.993222 -130.009829 1.19625 0.192538 23 84.7563
232900065 2022 11 25 22 4 54.088727 45.99693 -130.025421 1.19625 0.164054 22 81.3357
232900066 2022 11 25 22 8 3.724819 45.998784 -130.026394 1.48375 0.139208 17 90.5259
232900067 2022 11 25 22 31 8.964679 45.99971 -130.026392 1.42625 0.40291 10 101.938
233000001 2022 11 26 0 33 33.524128 45.991368 -130.014706 1.54125 0.199158 27 71.1837
233000005 2022 11 26 3 51 15.234732 46.010835 -129.926914 0.56375 0.185107 22 277.805
233000010 2022 11 26 4 10 1.166119 45.919061 -129.995347 0.79375 0.263528 27 79.7904
233000011 2022 11 26 4 10 3.597518 45.908401 -129.984174 -0.3275 0.306575 11 148.791
233000012 2022 11 26 4 10 15.759667 45.926478 -129.996307 1.42625 0.255526 25 62.5976
233000013 2022 11 26 4 10 32.285013 45.927405 -130.006042 1.08125 0.141693 16 116.508
233000020 2022 11 26 5 41 9.722198 46.001101 -130.026878 1.2825 0.166815 17 145.364
233000022 2022 11 26 5 41 59.232045 45.998784 -130.020544 1.13875 0.362402 18 100.18
