0	2.11361
0.05	2.21716
0.1	2.33294
0.15	2.59413
0.2	2.8777
0.25	3.17758
0.3	3.48046
0.35	3.73973
0.4	3.98958
0.45	4.21058
0.5	4.42437
0.55	4.60911
0.6	4.78555
0.65	4.93306
0.7	5.07121
0.75	5.19168
0.8	5.30571
0.85	5.4163
0.9	5.52548
0.95	5.63793
1	5.75186
1.05	5.84076
1.1	5.91715
1.15	5.94717
1.2	5.9516
1.25	5.94638
1.3	5.93529
1.35	5.93915
1.4	5.95299
1.45	5.97318
1.5	5.99801
1.55	6.02157
1.6	6.0441
1.65	6.05589
1.7	6.05828
1.75	6.05718
1.8	6.05275
1.85	6.02883
1.9	5.98454
1.95	5.92163
2	5.83743
2.05	5.76578
2.1	5.7098
2.15	5.67799
2.2	5.67928
2.25	5.67697
2.3	5.6693
2.35	5.66508
2.4	5.66657
2.45	5.66359
2.5	5.65252
2.55	5.64463
2.6	5.64309
2.65	5.64908
2.7	5.67175
2.75	5.68728
2.8	5.68521
2.85	5.69012
2.9	5.71421
2.95	5.73435
3	5.74227
3.05	5.74957
3.1	5.75469
3.15	5.76008
3.2	5.76657
3.25	5.77285
3.3	5.77813
3.35	5.78493
3.4	5.79995
3.45	5.81493
3.5	5.8296
3.55	5.84505
3.6	5.86667
3.65	5.88666
3.7	5.88984
3.75	5.89361
3.8	5.90553
3.85	5.91753
3.9	5.93101
3.95	5.94446
4	5.95629
40	8.2
