A03A   143.0   90.4 -1  1    0.00    0.00
A05A   131.9  106.0 -1  1    0.00    0.00
A06A   137.0  106.0  1  1    0.00    0.00
A07A   143.3  106.2  1  1    0.00    0.00
A08A    23.1   97.8  1  1    0.00    0.00
A11A   318.2   78.6  1  1    0.00    0.00
A12A    92.5   96.7  1  1    0.00    0.00
A02A   163.6   97.6  0  0    0.91    1.28
A03A   143.0   90.4  0  0    0.05    3.74
A06A   137.0  106.0  0  0    0.33    0.95
A07A   143.3  106.2  0  0    0.58    0.94
              11  12   9   3 1
AAS2   237.0  116.7  1  1    0.00    0.00
ACC1   128.5  116.8  1 -1    0.00    0.00
AID1   178.5  121.3 -1 -1    0.00    0.00
A01A   172.3  120.8 -1 -1    0.00    0.00
A02A   182.0  120.8  1 -1    0.00    0.00
A03A   177.9  116.4 -1 -1    0.00    0.00
A04A   153.9  116.8 -1 -1    0.00    0.00
A09A   310.2   67.4 -1 -1    0.00    0.00
A14A   207.7  113.6  1  1    0.00    0.00
A02A   182.0  120.8  0  0    0.70    0.45
A03A   177.9  116.4  0  0    0.64    0.59
A04A   153.9  116.8  0  0    0.14    0.64
              12  17   9   8 1
AAS1   343.0  101.7  1  1    0.00    0.00
AAS2   312.6  104.8  1  1    0.00    0.00
AEC1   309.6  101.4 -1  1    0.00    0.00
AEC2   255.1   84.5 -1 -1    0.00    0.00
AEC3   144.7   72.3  1  1    0.00    0.00
AID1   214.3   85.3  1  1    0.00    0.00
A05A    25.6   76.8  1  1    0.00    0.00
A12A     6.1  104.0  1  1    0.00    0.00
A14A   327.1  104.1  1  1    0.00    0.00
AAS1   343.0  101.7  0  0   -0.04    1.06
AAS2   312.6  104.8  0  0   -0.22    0.96
AEC1   309.6  101.4  0  0    0.47    1.08
AEC2   255.1   84.5  0  0    0.46    1.49
AEC3   144.7   72.3  0  0    0.68    0.86
AID1   214.3   85.3  0  0    0.07    1.52
A12A     6.1  104.0  0  0    0.55    0.98
A14A   327.1  104.1  0  0   -0.05    0.97
              13  21  12   9 1
AAS1   348.2   96.0  1  1    0.00    0.00
AAS2   312.9  107.1  1  1    0.00    0.00
ACC1    41.1   96.0 -1  1    0.00    0.00
AEC1   309.6   96.0 -1  1    0.00    0.00
AEC2   242.0   91.1  1 -1    0.00    0.00
AEC3   140.6   91.1  1  1    0.00    0.00
AID1   201.3   93.1  1  1    0.00    0.00
A06A    44.9   73.6 -1  1    0.00    0.00
A07A    91.6   59.6  1  1    0.00    0.00
A10A     0.1  107.2 -1  1    0.00    0.00
A12A    12.2  101.2  1  1    0.00    0.00
A14A   329.2  104.7 -1  1    0.00    0.00
AAS1   348.2   96.0  0  0    0.12    1.36
AAS2   312.9  107.1  0  0    0.22    0.89
ACC1    41.1   96.0  0  0    0.55    1.44
AEC1   309.6   96.0  0  0    0.96    1.32
AEC2   242.0   91.1  0  0    0.53    1.83
AEC3   140.6   91.1  0  0    1.04    2.70
AID1   201.3   93.1  0  0    0.17    1.63
A12A    12.2  101.2  0  0    0.41    1.10
A14A   329.2  104.7  0  0    0.27    0.94
              14  11   9   2 1
AAS2   293.4   98.0  1  1    0.00    0.00
ACC1    84.3  101.6  1  1    0.00    0.00
AEC1   246.3   69.0  1  1    0.00    0.00
AEC2   188.5  101.0 -1 -1    0.00    0.00
AEC3   149.1  104.1  1 -1    0.00    0.00
A02A   182.0   80.7 -1 -1    0.00    0.00
A03A   114.5   18.0  1  1    0.00    0.00
A04A   105.5   82.7  1  1    0.00    0.00
A14A   318.1   72.7  1  1    0.00    0.00
A03A   114.5   18.0  0  0    0.39    1.39
A04A   105.5   82.7  0  0    0.53    1.34
              15  12   9   3 1
AAS2   357.9  113.5  1  1    0.00    0.00
ACC1    78.8  127.3 -1 -1    0.00    0.00
AEC1    76.3  100.0 -1 -1    0.00    0.00
AEC3   120.9  127.2  1 -1    0.00    0.00
A04A    85.3  124.0  1 -1    0.00    0.00
A07A   108.5  126.9 -1 -1    0.00    0.00
A08A    27.5  127.4 -1 -1    0.00    0.00
A12A    63.0  127.1 -1 -1    0.00    0.00
A14A    42.0  122.1 -1 -1    0.00    0.00
AAS2   357.9  113.5  0  0    0.12    0.68
ACC1    78.8  127.3  0  0    0.35    1.15
A07A   108.5  126.9  0  0   -0.03    1.03
              16  11   9   2 1
AAS1    72.4   66.8 -1 -1    0.00    0.00
AAS2   308.1   65.1  1 -1    0.00    0.00
ACC1    86.8   85.1 -1 -1    0.00    0.00
AEC1   164.2   29.9  1  1    0.00    0.00
A04A   100.5   80.2 -1 -1    0.00    0.00
A07A   127.3   83.5 -1 -1    0.00    0.00
A09A    13.2   81.7  1  1    0.00    0.00
A11A   346.0   75.8  1  1    0.00    0.00
A12A    67.0   81.6  1 -1    0.00    0.00
