0	2.11493
0.05	2.21779
0.1	2.33263
0.15	2.54775
0.2	2.77829
0.25	3.01923
0.3	3.26208
0.35	3.47951
0.4	3.69145
0.45	3.88087
0.5	4.06466
0.55	4.23142
0.6	4.39332
0.65	4.54032
0.7	4.6825
0.75	4.81557
0.8	4.94532
0.85	5.06572
0.9	5.18231
0.95	5.28517
1	5.38184
1.05	5.46722
1.1	5.54695
1.15	5.62419
1.2	5.70007
1.25	5.77862
1.3	5.85879
1.35	5.93411
1.4	6.00621
1.45	6.06047
1.5	6.10169
1.55	6.12042
1.6	6.12116
1.65	6.10597
1.7	6.07684
1.75	6.04265
1.8	6.00364
1.85	5.94035
1.9	5.85169
1.95	5.76166
2	5.67006
2.05	5.59453
2.1	5.53906
2.15	5.51645
2.2	5.5388
2.25	5.57016
2.3	5.61505
2.35	5.66589
2.4	5.72651
2.45	5.78144
2.5	5.82606
2.55	5.86372
2.6	5.88748
2.65	5.90056
2.7	5.88999
2.75	5.88297
2.8	5.88467
2.85	5.8838
2.9	5.87587
2.95	5.86659
3	5.85315
3.05	5.8403
3.1	5.82954
3.15	5.81938
3.2	5.81169
3.25	5.80486
3.3	5.80198
3.35	5.80129
3.4	5.81243
3.45	5.82436
3.5	5.8414
3.55	5.85601
3.6	5.85111
3.65	5.84679
3.7	5.84827
3.75	5.85048
3.8	5.8629
3.85	5.87537
3.9	5.88911
3.95	5.90282
4	5.9149
40	8.2
